Subject Number,NL Subject,Acromial Ht Stand Lt (mm),Acromial Ht Stand Rt (mm),Acromion-Radiale Len Lt (mm),Acromion-Radiale Len Rt (mm),"Ankle Ht Lt (Malleolus, Lateral) (mm)","Ankle Ht Rt (Malleolus, Lateral) (mm)",Arm Inseam Lt (mm),Arm Inseam Rt (mm),Axilla Ht Lt (mm),Axilla Ht Rt (mm),Biacromial Brth (mm),Bicristale Brth (mm),Bigonial Brth (mm),Bispinous Brth (mm),Bitragion Brth (mm),Bitrochanteric Brth Stand (mm),Bustpoint Brth (mm),Cervicale Ht (mm),Chest Ht Stand (mm),Elbow Ht Stand Lt (mm),Elbow Ht Stand Rt (mm),Foot Brth Lt (mm),Foot Brth Rt (mm),Infraorbitale Ht Lt Stand (mm),Infraorbitale Ht Rt Stand (mm),Inter-pupillary Dst (mm),Interscye Dst Stand (mm),Knee Ht Stand Lt (mm),Knee Ht Stand Rt (mm),Malleolus Med Lt (mm),Malleolus Med Rt (mm),Neck Ht (mm),Radiale-Stylion Len Lt (mm),Radiale-Stylion Len Rt (mm),Sellion Supramenton (mm),Sleeve Outseam Len Lt (mm),Sleeve Outseam Len Rt (mm),Sphyrion Ht Lt (mm),Sphyrion Ht Rt (mm),Suprasternale Ht (mm),Trochanterion Ht Lt (mm),Trochanterion Ht Rt (mm),Waist Back (mm)
16683,6683,1348.00,1342.96,302.67,300.31,60.47,62.74,419.11,405.00,1246.37,1245.97,356.05,273.20,110.65,215.14,151.15,324.51,188.07,1408.53,1189.58,1063.10,1078.21,88.86,89.72,1517.65,1514.19,67.09,329.89,456.04,459.51,74.46,68.84,115.87,222.95,222.69,92.67,502.58,500.59,48.19,42.59,1325.79,854.94,892.86,403.35
16684,6684,1597.45,1586.98,355.32,369.67,75.68,75.18,505.20,488.77,1474.47,1457.50,426.85,324.91,121.83,216.93,149.01,356.56,220.74,1640.40,1408.51,1256.04,1237.75,108.73,100.93,1790.94,1780.55,69.96,432.05,568.18,577.09,87.77,100.58,148.82,269.40,260.73,108.56,616.11,621.10,57.01,77.89,1559.28,1052.43,1075.21,463.31
16685,6685,1453.59,1454.01,327.73,328.87,78.29,74.16,455.52,451.68,1338.45,1317.88,422.61,292.76,117.22,238.26,142.39,354.09,205.29,1515.84,1297.33,1132.76,1150.02,93.71,104.37,1664.06,1660.37,66.22,402.22,493.47,493.51,91.55,97.00,129.90,257.14,272.16,99.89,574.35,590.18,64.10,67.82,1452.75,898.52,920.31,443.18
16686,6686,1479.60,1467.08,326.48,317.72,72.48,74.78,492.39,475.80,1385.09,1377.64,419.03,274.21,113.24,222.36,151.83,352.96,193.08,1532.61,1339.20,1152.68,1158.74,86.34,91.95,1686.73,1682.63,59.52,389.71,499.77,496.38,84.11,87.56,128.64,266.47,260.53,106.30,567.56,566.21,48.76,56.39,1481.27,920.62,910.27,448.67
16687,6687,1382.67,1358.19,300.29,307.22,57.60,69.03,446.06,463.01,1288.98,1277.66,348.32,257.16,115.76,238.53,143.93,323.59,171.60,1418.02,1226.31,1091.19,1068.92,80.20,92.00,1528.25,1521.49,60.90,352.42,460.96,461.50,78.69,78.91,126.38,234.51,239.58,89.82,531.29,530.50,55.34,57.49,1353.63,921.35,910.08,397.84
16688,6688,1397.52,1393.68,315.93,301.26,50.13,53.05,439.76,444.83,1273.71,1285.22,364.23,319.97,116.23,299.16,139.28,358.85,204.17,1458.84,1234.58,1099.68,1118.38,79.12,86.20,1564.14,1561.68,55.10,391.37,465.95,470.30,69.40,79.33,110.59,252.67,261.85,85.15,563.74,541.99,43.79,46.99,1376.44,963.47,952.82,438.47
16690,6690,1406.17,1410.23,321.36,313.00,46.15,63.37,433.60,423.50,1287.17,1288.24,376.41,324.52,121.21,246.43,154.34,402.64,183.27,1426.33,1219.77,1099.15,1112.26,81.34,81.27,1568.69,1566.22,73.28,431.02,459.89,463.78,77.13,79.12,148.84,238.04,242.58,87.47,543.37,533.04,45.25,52.40,1382.51,866.50,864.45,422.66
16692,6692,1451.88,1444.63,316.80,313.88,65.80,66.25,439.23,428.15,1339.99,1332.21,346.07,284.62,115.59,232.22,148.85,340.01,200.16,1500.47,1287.85,1145.52,1155.35,80.05,87.90,1603.25,1598.06,62.20,361.66,456.60,470.40,83.13,89.85,98.86,232.50,238.45,98.15,535.32,543.91,60.26,68.06,1407.51,914.23,911.61,451.47
16693,6693,1464.68,1468.65,340.02,350.46,82.49,74.37,491.02,497.83,1355.07,1348.59,415.14,292.93,120.16,250.55,161.65,354.62,194.66,1532.56,1320.13,1129.67,1142.79,102.72,97.82,1645.75,1638.95,57.89,368.27,514.68,510.65,91.53,92.32,137.88,263.13,271.33,95.85,601.56,605.81,62.02,59.68,1465.62,938.22,938.72,453.99
16694,6694,1275.48,1265.19,287.84,272.51,61.27,47.62,392.64,405.37,1171.74,1157.89,361.87,318.40,107.89,247.58,140.15,407.85,227.13,1330.84,1114.05,1011.91,1003.84,77.23,99.05,1435.47,1440.22,66.67,374.14,415.64,420.44,79.58,80.71,99.79,211.99,236.59,101.57,498.36,486.23,46.89,53.99,1263.65,819.85,819.15,370.49
16697,6697,1394.83,1399.95,288.07,294.49,56.25,66.49,399.86,402.44,1305.22,1298.54,376.34,269.26,116.40,205.18,153.55,337.17,192.30,1428.43,1219.91,1110.82,1142.35,83.11,80.05,1540.11,1541.12,59.27,342.27,444.03,439.53,68.52,73.89,141.21,206.07,225.02,98.34,490.95,499.78,45.56,45.16,1356.24,877.04,859.94,394.39
16698,6698,1409.49,1390.09,322.00,313.07,55.44,67.21,438.39,465.33,1300.10,1296.73,364.68,269.62,124.86,233.71,149.16,342.97,180.46,1462.30,1230.41,1092.68,1091.50,79.98,96.60,1572.15,1577.84,60.46,367.52,469.68,473.09,71.36,80.98,102.48,230.38,255.65,93.67,552.09,552.51,45.59,49.27,1384.98,935.67,960.36,397.86
16699,6699,1500.53,1493.98,364.93,340.31,70.19,72.85,498.49,500.20,1394.73,1384.02,349.39,291.41,113.22,241.25,147.89,327.06,185.48,1545.57,1309.06,1162.45,1176.63,82.82,89.56,1642.61,1641.61,70.01,417.73,496.11,498.12,75.42,82.90,130.70,258.33,279.38,95.24,612.21,600.81,45.87,60.18,1454.64,985.60,985.70,441.86
16700,6700,1470.57,1474.48,329.96,326.24,79.35,71.47,436.54,443.97,1363.51,1375.41,361.50,292.38,115.32,247.56,144.84,387.51,190.19,1513.54,1268.25,1142.54,1172.98,82.96,83.40,1622.55,1622.64,67.28,372.91,469.98,469.54,84.67,83.46,120.92,222.86,234.43,93.93,543.95,543.39,57.00,53.75,1420.06,912.00,918.00,428.16
16701,6701,1503.00,1507.14,327.32,309.87,57.74,70.03,470.48,468.56,1403.61,1412.72,346.90,271.18,112.35,243.90,136.70,322.52,188.05,1580.46,1322.62,1189.22,1211.27,94.40,88.98,1643.24,1644.70,60.03,330.92,530.11,534.51,78.99,82.82,120.16,245.84,259.32,107.47,568.66,563.30,53.29,59.56,1464.81,956.91,977.14,475.19
16705,6705,1390.28,1359.25,297.32,281.60,57.66,59.86,417.39,443.47,1295.29,1285.18,370.35,277.09,110.33,216.56,148.19,339.03,189.27,1450.39,1234.15,1104.96,1087.24,90.89,90.58,1531.63,1532.06,62.02,353.91,439.99,444.52,83.08,79.23,127.97,207.10,244.67,92.77,505.07,500.79,50.94,50.51,1355.57,880.68,856.75,450.83
16706,6706,1553.32,1558.30,360.64,370.17,91.08,82.32,473.99,472.89,1407.17,1402.90,438.97,378.48,133.50,284.09,170.26,396.03,258.91,1618.34,1375.70,1214.40,1220.36,93.90,108.24,1737.00,1743.71,76.22,438.94,531.43,535.38,100.62,103.16,106.45,255.78,279.89,106.71,613.12,626.26,82.02,85.84,1522.63,955.71,967.94,466.76
16707,6707,1487.33,1491.27,319.04,333.45,75.46,72.76,477.18,474.18,1372.74,1379.76,425.67,290.54,122.09,272.41,154.19,342.50,210.05,1548.58,1322.68,1164.70,1184.38,89.31,98.09,1671.47,1669.49,71.26,386.28,507.06,491.75,89.21,92.75,98.26,270.96,258.66,90.56,579.13,590.47,58.04,65.69,1462.24,951.80,963.39,518.29
16708,6708,1470.55,1449.03,325.31,337.46,76.92,70.84,409.53,434.39,1321.19,1317.88,382.24,325.60,114.50,293.16,142.02,408.63,170.39,1493.79,1265.44,1152.27,1126.97,84.19,89.66,1638.22,1635.12,65.73,411.02,468.93,484.79,75.99,86.13,131.87,237.04,245.86,90.26,559.61,571.55,53.35,61.87,1421.08,934.93,903.55,422.63
16709,6709,1501.69,1483.71,319.26,323.40,71.67,67.50,447.69,473.73,1374.59,1374.91,420.19,350.06,128.89,335.43,153.64,389.91,246.38,1569.26,1301.81,1191.58,1170.37,112.40,111.28,1705.10,1709.50,63.52,409.11,494.03,502.31,85.66,92.40,125.85,263.16,274.02,105.48,576.79,584.12,62.44,67.69,1490.57,902.89,888.65,515.15
16712,6712,1514.58,1515.53,349.47,356.39,73.97,71.27,497.07,485.95,1394.91,1390.04,432.23,289.47,126.67,214.34,156.95,337.09,227.17,1557.87,1360.25,1159.15,1180.28,107.13,107.98,1706.30,1703.75,62.44,414.48,535.64,532.54,78.16,83.81,148.43,272.45,276.18,90.33,614.88,616.71,51.58,47.16,1509.06,1015.92,1042.86,413.75
16714,6714,1557.91,1540.06,363.39,364.70,72.87,69.78,490.42,502.45,1424.34,1411.79,399.10,299.03,120.40,274.22,143.48,353.67,234.29,1596.27,1381.67,1199.23,1199.77,97.29,105.02,1720.57,1717.14,70.76,384.43,529.41,527.93,89.67,83.91,127.74,267.43,279.22,102.50,622.43,624.07,62.90,60.66,1508.86,991.29,983.16,457.08
16716,6716,1608.03,1590.82,370.54,369.04,72.33,73.95,496.71,502.16,1483.46,1463.42,354.93,278.65,113.84,239.29,145.54,337.83,190.79,1617.88,1414.22,1292.69,1266.59,99.50,113.45,1762.68,1765.54,68.78,390.87,554.58,547.64,88.67,86.99,155.95,272.77,282.20,99.94,628.42,632.89,61.75,60.82,1567.66,1088.05,1069.52,449.94
16717,6717,1464.16,1467.79,326.09,333.85,79.12,75.00,453.96,453.72,1353.61,1345.63,389.18,330.33,135.34,263.01,156.96,367.65,217.60,1520.66,1305.06,1141.77,1152.98,90.83,105.19,1672.39,1673.39,69.05,376.52,495.24,491.35,80.84,88.21,128.81,244.92,253.28,91.29,560.58,581.21,61.00,62.42,1471.49,947.74,950.10,427.15
16718,6718,1547.35,1540.10,342.96,357.27,71.21,67.96,488.91,498.99,1436.59,1416.30,423.92,359.86,139.14,263.56,153.92,388.80,250.07,1602.59,1351.01,1207.05,1202.19,104.61,111.72,1729.60,1728.60,77.04,433.79,515.41,510.04,82.29,86.34,128.98,267.82,284.43,89.57,623.07,630.33,49.16,50.24,1510.35,981.72,969.20,515.44
16719,6719,1442.24,1410.84,301.98,301.83,78.42,78.61,435.35,424.05,1337.18,1303.83,380.01,309.76,124.26,238.27,148.00,381.41,194.03,1473.96,1262.93,1156.31,1127.59,90.74,94.08,1600.74,1600.43,59.32,375.52,480.06,493.91,86.27,90.70,147.39,245.72,242.15,94.04,537.56,534.26,69.67,62.98,1408.19,926.31,907.56,423.20
16720,6720,1460.27,1448.23,330.77,330.33,61.17,75.53,443.27,436.74,1342.85,1331.64,410.12,304.80,134.81,280.85,158.70,361.88,202.06,1509.67,1322.62,1134.23,1132.73,93.51,101.40,1659.18,1655.72,68.12,418.44,494.66,498.14,79.04,79.50,143.27,251.50,254.11,91.27,582.55,570.58,51.14,56.78,1461.75,924.16,917.91,445.67
16721,6721,1424.32,1412.11,324.50,327.33,50.14,64.36,452.92,462.16,1314.48,1308.31,373.17,269.65,116.94,254.39,143.83,325.35,192.46,1467.34,1259.13,1105.00,1119.29,77.02,91.33,1591.77,1593.23,66.09,376.25,467.27,476.21,76.77,79.86,132.01,229.24,245.06,95.50,554.53,557.63,52.16,52.61,1402.30,918.21,923.83,382.12
16722,6722,1491.69,1469.39,344.10,334.65,72.23,77.64,500.58,474.11,1362.44,1348.85,421.37,303.10,117.77,240.09,150.53,353.63,211.88,1567.48,1299.17,1139.75,1145.84,95.08,90.80,1682.69,1681.15,65.88,388.98,483.30,485.30,84.96,90.91,124.05,291.97,268.83,102.69,615.05,604.52,54.05,52.90,1482.93,947.08,922.91,488.59
16723,6723,1367.54,1357.14,303.30,297.65,68.01,67.69,417.41,443.95,1275.71,1265.90,354.84,297.00,108.59,207.32,139.32,357.73,165.12,1414.67,1200.53,1072.14,1071.02,90.85,80.02,1525.16,1518.23,63.39,392.65,454.74,460.66,75.78,78.37,109.36,214.37,245.51,93.95,513.46,531.40,44.31,52.19,1339.86,869.25,872.59,407.92
16724,6724,1273.01,1281.56,275.74,294.88,81.05,67.60,398.33,406.71,1186.66,1183.33,377.27,296.41,122.11,234.14,140.88,363.18,202.78,1342.96,1139.47,1008.95,1004.23,79.48,80.23,1448.43,1448.89,69.00,360.14,432.04,433.02,85.14,76.17,125.12,203.82,224.94,99.88,478.10,508.50,57.37,49.34,1270.31,815.57,812.55,386.09
16725,6725,1395.61,1384.98,313.30,307.71,66.21,68.42,413.42,420.39,1286.66,1252.30,361.11,310.72,117.89,236.57,154.58,352.21,204.06,1427.62,1203.20,1108.63,1105.31,93.79,97.44,1534.76,1536.53,60.14,430.81,469.16,471.64,80.10,83.14,100.13,219.73,249.15,93.96,538.16,546.60,47.36,49.50,1346.97,900.11,897.66,404.27
16727,6727,1437.54,1423.48,321.74,331.37,72.67,80.81,432.01,437.19,1331.57,1319.45,409.28,321.85,119.24,222.64,154.98,356.27,210.23,1493.09,1275.69,1122.93,1108.04,101.06,108.14,1591.40,1597.32,73.27,420.64,489.48,492.39,95.19,85.04,104.17,230.03,242.12,97.17,544.51,554.97,68.12,59.49,1413.25,924.92,918.16,459.85
16729,6729,1529.36,1507.33,343.79,326.88,74.61,75.80,486.81,470.80,1411.09,1409.27,411.77,339.16,134.06,297.04,156.17,372.79,227.11,1567.82,1365.21,1194.70,1187.53,96.89,97.13,1699.23,1696.77,70.06,409.53,506.37,508.85,98.28,112.91,125.64,295.89,277.76,98.01,587.62,588.32,74.23,93.12,1509.74,915.54,908.78,523.32
16730,6730,1439.92,1417.46,336.02,326.57,62.28,65.86,412.07,443.79,1310.18,1302.75,374.54,287.74,125.66,235.89,156.76,336.52,229.92,1482.67,1252.52,1118.49,1113.07,93.96,101.59,1590.84,1593.18,69.09,390.30,479.62,483.08,84.30,88.06,91.38,225.52,251.11,90.65,568.69,564.84,56.59,60.42,1403.65,909.92,920.44,424.66
16731,6731,1533.97,1523.67,338.17,336.52,81.41,76.93,426.84,438.99,1378.62,1386.24,390.92,359.18,127.89,244.94,161.43,378.14,226.38,1589.85,1340.52,1203.80,1203.13,100.85,93.59,1705.05,1700.79,62.59,424.48,508.15,514.07,91.04,91.09,140.55,258.58,267.74,105.04,584.71,589.28,56.53,64.36,1504.81,946.76,944.84,494.93
16732,6732,1389.56,1370.44,311.36,306.99,73.93,83.14,443.62,456.88,1272.62,1270.92,405.85,301.25,128.08,252.77,149.06,340.71,211.01,1450.66,1232.45,1086.39,1081.34,95.37,97.19,1553.70,1549.31,70.25,415.83,478.78,478.31,95.60,97.29,162.99,243.78,256.05,116.30,573.97,553.66,76.81,74.97,1381.53,863.02,877.93,456.62
16733,6733,1373.29,1375.02,288.58,291.28,77.70,80.71,415.90,409.11,1260.81,1270.16,366.01,271.86,123.42,265.19,146.15,333.37,190.02,1436.27,1230.62,1077.00,1107.92,65.45,93.14,1556.25,1554.25,63.12,340.23,469.37,472.31,87.14,89.21,124.84,239.01,231.23,88.33,520.03,522.90,55.56,66.58,1370.66,875.80,874.33,413.38
16734,6734,1392.86,1394.22,305.73,311.12,68.34,74.46,412.38,440.08,1270.97,1284.24,366.30,277.28,109.83,281.99,145.24,360.15,224.05,1447.44,1215.82,1087.60,1099.84,86.16,95.42,1570.75,1564.82,68.27,368.15,464.71,464.70,75.53,85.86,118.80,227.50,248.66,93.20,532.83,542.38,49.61,62.05,1378.78,869.87,890.59,419.89
16735,6735,1468.26,1458.14,323.36,324.60,80.09,77.83,428.49,452.41,1331.91,1346.26,405.81,326.36,118.77,245.12,151.75,351.76,218.01,1537.17,1317.33,1148.31,1140.01,101.59,108.45,1670.52,1676.16,76.19,408.39,504.44,503.84,83.74,91.16,122.79,249.40,262.10,109.79,569.57,572.78,59.93,60.12,1470.54,970.67,973.91,451.45
16736,6736,1503.76,1519.18,339.09,340.74,77.88,73.57,453.24,476.07,1385.67,1413.86,402.27,283.34,122.51,216.32,147.19,320.50,185.17,1573.55,1373.58,1166.34,1183.77,86.90,98.63,1721.21,1718.98,63.70,361.93,517.06,520.07,85.52,89.02,148.60,247.44,273.87,93.46,586.40,600.39,60.83,64.78,1507.23,1030.30,1021.85,506.18
16737,6737,1558.65,1552.50,341.17,346.81,90.98,90.16,494.08,487.89,1425.50,1435.31,424.34,362.51,132.51,299.09,156.06,381.75,234.00,1619.58,1375.79,1219.42,1219.50,107.99,117.09,1763.03,1769.92,64.02,462.01,534.01,538.47,116.83,112.36,149.09,295.49,284.64,94.09,602.87,613.11,94.14,87.72,1536.09,942.34,973.50,502.26
16738,6738,1443.45,1451.62,325.01,328.04,64.22,76.94,471.53,461.79,1326.44,1333.87,391.46,271.86,113.93,215.56,148.35,334.94,188.14,1492.12,1282.45,1123.57,1140.37,96.74,90.86,1622.83,1620.92,64.49,413.23,505.99,502.08,82.92,81.64,103.61,275.05,267.47,106.53,561.94,575.07,55.97,59.86,1432.15,896.64,899.06,413.99
16739,6739,1536.25,1504.85,340.11,324.26,81.54,77.44,447.55,459.28,1405.83,1391.87,426.77,304.61,123.37,280.75,148.95,348.25,207.44,1599.57,1374.41,1205.54,1193.73,106.08,100.57,1738.16,1731.67,67.22,432.25,525.82,519.90,88.74,91.99,135.22,244.76,269.38,99.66,589.75,573.94,64.98,65.28,1531.78,1000.12,1005.30,483.57
16740,6740,1421.16,1406.99,330.25,295.79,57.59,63.46,448.27,441.61,1304.67,1305.27,366.27,280.83,113.40,232.09,148.32,354.64,212.46,1460.33,1247.79,1099.30,1113.43,88.64,93.57,1593.20,1596.20,66.65,358.70,454.43,464.84,73.65,75.24,117.67,232.84,254.01,92.36,546.10,523.24,41.38,52.46,1400.67,930.36,946.60,407.74
16750,6750,1529.88,1528.41,323.60,342.38,71.55,64.34,490.79,481.58,1420.19,1410.74,414.07,329.09,123.24,259.43,149.68,348.16,211.04,1593.69,1351.44,1214.61,1204.49,92.78,95.35,1721.05,1726.11,71.53,475.63,512.49,505.60,93.64,99.44,156.48,279.06,273.75,92.89,599.58,612.79,65.42,66.80,1516.10,1035.70,1036.64,483.64
16751,6751,1486.19,1469.04,348.73,343.87,65.32,64.48,474.15,467.34,1367.33,1342.07,409.87,315.29,126.24,272.43,147.80,354.75,235.78,1565.25,1314.40,1142.61,1147.90,103.45,116.07,1677.06,1678.91,64.99,424.16,494.43,482.06,92.45,98.97,143.25,257.43,264.68,100.79,601.54,607.82,72.35,73.25,1486.08,954.03,919.26,478.26
16752,6752,1469.56,1468.90,325.73,336.67,77.52,71.66,446.53,476.23,1353.07,1362.14,389.47,283.72,126.23,256.62,149.37,347.12,214.04,1519.17,1313.11,1143.70,1148.36,78.57,102.49,1649.58,1644.19,67.71,361.03,496.37,492.93,93.21,103.75,136.61,243.43,257.47,93.58,570.34,587.25,74.79,83.42,1446.75,936.34,929.93,503.07
16753,6753,1543.41,1524.51,343.59,357.10,83.06,69.14,440.82,462.52,1415.52,1396.81,371.11,309.80,126.46,252.07,152.35,335.44,211.35,1557.15,1317.29,1224.82,1185.23,101.27,106.05,1706.88,1714.60,73.69,411.36,513.57,506.10,93.55,99.28,132.63,240.72,256.93,103.81,589.93,603.42,69.52,62.71,1488.76,1012.25,1014.55,507.17
16754,6754,1306.06,1298.01,283.88,278.02,69.41,63.34,430.38,427.22,1219.79,1217.23,349.98,261.29,109.50,244.23,142.55,344.04,154.02,1355.38,1160.66,1031.92,1044.86,79.25,95.47,1473.96,1474.92,62.53,372.12,422.57,421.18,74.49,77.98,103.52,229.67,237.09,96.06,510.12,497.63,50.04,52.26,1292.35,830.46,847.26,393.39
16755,6755,1396.75,1380.78,316.67,321.92,69.22,67.22,401.08,419.52,1271.78,1270.32,392.28,309.68,130.29,247.62,150.30,322.60,209.72,1426.77,1216.71,1096.42,1089.17,84.71,96.81,1557.95,1556.12,63.47,445.45,457.45,464.36,79.15,84.13,118.98,212.62,232.18,94.89,538.24,545.24,53.86,55.85,1379.48,933.76,930.95,412.75
16756,6756,1290.11,1277.35,287.93,289.67,62.95,64.84,385.49,383.19,1175.49,1158.38,357.25,308.18,129.65,277.07,142.01,375.37,226.45,1343.18,1100.06,1019.54,1001.13,74.22,95.00,1453.29,1455.37,55.39,400.25,445.02,441.06,82.28,81.13,79.14,205.46,214.61,92.63,506.72,508.78,54.07,59.82,1264.84,822.39,805.29,381.10
16757,6757,1467.12,1457.33,319.30,318.52,54.87,71.50,447.43,425.85,1359.96,1345.72,393.71,308.16,118.58,256.90,144.02,342.32,225.79,1524.74,1320.69,1156.14,1160.22,94.45,91.36,1663.20,1663.67,64.50,420.45,489.99,490.97,96.88,89.50,136.37,238.08,246.85,101.72,567.61,559.96,67.95,61.77,1473.81,953.06,937.05,427.94
16759,6759,1366.81,1388.90,285.03,300.41,51.58,61.96,396.01,408.93,1262.04,1282.30,383.85,289.99,113.73,230.37,139.25,360.16,222.19,1434.04,1197.24,1075.00,1104.91,85.72,94.65,1555.50,1547.11,65.63,356.64,434.03,442.93,76.67,83.65,118.12,222.95,235.26,96.78,515.63,530.25,47.06,58.94,1376.37,875.05,885.51,402.76
16760,6760,1339.67,1346.67,298.66,296.47,67.91,63.87,395.12,413.44,1207.07,1226.76,367.19,338.47,118.92,297.89,150.54,379.07,236.51,1394.06,1159.98,1045.48,1071.20,92.05,107.16,1485.82,1484.82,67.03,428.69,448.89,440.50,79.80,80.37,57.38,226.25,238.74,108.52,526.19,521.28,51.65,51.19,1306.42,853.21,853.73,376.52
16761,6761,1480.87,1479.44,338.30,335.31,67.16,66.97,487.79,478.17,1379.34,1372.64,411.66,293.40,122.19,209.03,155.76,355.80,189.07,1569.94,1348.72,1143.35,1157.71,99.55,103.29,1692.82,1691.22,70.15,411.70,504.50,504.03,90.46,88.25,112.19,254.73,264.50,109.52,582.77,588.66,68.01,62.52,1498.18,929.27,948.31,450.47
16763,6763,1411.70,1404.29,332.24,332.70,72.42,73.05,466.15,452.02,1287.45,1274.47,388.61,285.88,130.50,222.05,149.64,306.83,225.06,1475.71,1244.49,1087.64,1084.35,86.63,114.24,1595.25,1593.58,77.49,398.89,482.63,481.61,81.21,84.55,102.04,258.95,265.00,112.73,584.05,592.00,52.48,59.37,1401.36,984.22,982.83,440.11
16767,6767,1531.12,1545.73,329.91,350.57,69.83,70.90,465.63,455.43,1387.51,1393.47,407.50,330.42,125.92,250.34,152.96,351.84,200.88,1582.87,1336.58,1202.64,1234.83,93.82,109.34,1731.48,1730.01,69.05,415.59,503.21,498.75,85.74,92.55,127.90,288.70,273.93,109.39,596.62,612.49,59.78,62.91,1502.87,977.80,968.95,473.01
16768,6768,1248.82,1235.40,286.36,283.83,66.32,65.65,423.48,409.30,1157.20,1137.63,351.31,278.25,105.02,261.67,138.11,326.85,207.28,1289.30,1088.07,977.54,980.92,86.23,94.36,1421.11,1417.29,66.54,339.37,431.66,424.73,68.11,74.08,106.98,227.67,231.20,90.74,507.71,508.93,42.80,48.49,1239.53,858.05,848.27,329.07
16770,6770,1570.87,1564.56,360.36,362.17,65.55,73.99,491.25,488.72,1429.92,1429.55,425.87,344.10,130.00,273.79,155.15,355.48,218.62,1622.90,1369.29,1237.04,1218.32,100.62,99.69,1744.41,1738.48,74.27,445.67,540.64,529.26,82.45,87.82,143.91,266.56,280.42,96.64,625.52,632.72,56.29,60.27,1539.34,1019.77,1020.07,505.20
16771,6771,1389.23,1373.98,307.96,329.36,77.25,69.51,372.20,374.91,1220.87,1199.24,410.92,341.18,145.90,306.13,167.09,375.02,224.88,1438.52,1197.84,1097.22,1065.13,103.32,115.72,1536.23,1533.76,71.07,472.08,468.72,465.26,87.68,96.87,112.04,229.10,239.22,108.44,544.27,562.74,59.57,57.22,1366.55,917.92,883.60,429.20
16774,6774,1228.38,1219.36,282.33,280.55,65.75,50.10,403.15,379.56,1119.44,1110.84,353.79,287.61,122.22,230.04,159.36,329.16,205.16,1269.76,1093.74,948.62,959.91,86.65,93.36,1369.87,1374.33,65.19,361.09,398.83,403.78,67.66,82.79,110.65,234.18,222.18,92.74,507.64,482.20,50.05,53.61,1218.45,789.84,788.34,353.10
16775,6775,1412.93,1432.10,333.50,330.34,77.76,73.07,405.26,423.30,1270.47,1291.64,412.76,381.80,135.29,238.94,149.91,396.21,247.49,1488.13,1221.69,1093.99,1127.06,92.73,102.84,1559.02,1561.02,66.04,474.23,472.23,473.13,81.28,90.40,91.01,236.66,239.21,101.58,559.08,558.76,53.12,66.14,1387.59,895.06,878.29,508.30
16778,6778,1372.63,1374.99,300.06,301.70,68.23,64.28,418.43,421.37,1263.57,1268.53,352.69,283.89,114.18,261.17,134.55,366.91,208.41,1413.43,1213.12,1090.89,1101.66,77.14,98.24,1536.11,1535.80,57.47,383.74,448.51,449.52,75.32,86.14,125.90,227.67,226.97,93.60,511.82,527.49,50.88,58.43,1365.79,860.66,836.35,368.74
16779,6779,1548.48,1531.69,361.26,351.49,64.31,66.65,467.13,456.15,1415.83,1401.75,406.98,318.07,117.25,229.15,153.55,374.32,227.47,1597.19,1372.16,1204.46,1202.04,103.02,102.85,1707.01,1707.18,65.22,412.05,529.38,526.87,76.80,77.05,98.05,246.73,248.51,105.50,606.13,598.84,48.32,45.87,1525.61,991.59,999.44,434.89
16780,6780,1410.53,1372.66,322.30,314.79,60.45,58.48,457.23,464.95,1298.32,1265.88,387.91,286.35,103.48,247.06,152.99,330.33,191.97,1463.05,1227.28,1089.55,1073.30,96.49,101.00,1547.94,1550.40,70.24,378.80,481.30,486.20,82.65,75.04,117.49,251.17,267.02,110.74,572.68,564.00,47.97,48.18,1386.93,932.77,911.05,415.24
16781,6781,1422.96,1402.43,328.65,337.77,71.58,75.95,431.74,441.98,1289.41,1288.26,368.35,324.84,130.48,295.19,158.03,343.08,236.36,1469.40,1251.01,1110.66,1087.75,102.05,107.60,1580.59,1581.18,62.62,421.29,495.51,494.05,86.95,85.64,83.35,243.95,239.09,98.20,567.68,567.22,51.62,53.06,1397.45,887.17,885.12,442.02
16783,6783,1480.41,1473.27,342.00,350.71,71.91,71.33,472.78,482.14,1348.25,1351.37,390.86,275.72,125.00,228.50,150.91,338.83,202.71,1531.61,1315.24,1138.94,1143.94,99.47,102.13,1625.00,1626.46,70.05,408.01,506.75,502.84,88.60,92.52,118.33,277.40,275.07,106.46,604.85,606.75,58.51,59.95,1437.21,961.96,947.94,486.61
16784,6784,1498.40,1473.76,349.87,337.83,70.86,72.26,417.73,412.33,1356.51,1330.29,393.64,331.54,130.66,212.79,152.94,384.11,237.12,1540.83,1304.49,1163.99,1160.56,92.92,102.34,1679.42,1675.16,69.58,428.46,496.24,497.25,94.98,101.46,112.57,227.82,237.39,95.55,572.04,567.57,57.36,61.35,1467.60,920.21,904.97,474.40
16785,6785,1580.79,1595.86,328.59,336.73,77.60,76.51,427.84,437.36,1438.75,1438.78,455.62,372.21,135.24,312.22,161.88,413.98,268.23,1662.26,1399.96,1269.38,1271.04,114.45,122.54,1781.01,1778.54,72.06,418.72,507.68,520.57,98.33,104.84,121.01,249.93,269.92,106.54,582.07,585.64,75.59,76.12,1575.63,987.37,957.45,538.11
