Subject Number,NL Subject,Acromial Ht Stand Lt (mm),Acromial Ht Stand Rt (mm),Acromion-Radiale Len Lt (mm),Acromion-Radiale Len Rt (mm),"Ankle Ht Lt (Malleolus, Lateral) (mm)","Ankle Ht Rt (Malleolus, Lateral) (mm)",Arm Inseam Lt (mm),Arm Inseam Rt (mm),Axilla Ht Lt (mm),Axilla Ht Rt (mm),Biacromial Brth (mm),Bicristale Brth (mm),Bigonial Brth (mm),Bispinous Brth (mm),Bitragion Brth (mm),Bitrochanteric Brth Stand (mm),Bustpoint Brth (mm),Cervicale Ht (mm),Chest Ht Stand (mm),Elbow Ht Stand Lt (mm),Elbow Ht Stand Rt (mm),Foot Brth Lt (mm),Foot Brth Rt (mm),Infraorbitale Ht Lt Stand (mm),Infraorbitale Ht Rt Stand (mm),Inter-pupillary Dst (mm),Interscye Dst Stand (mm),Knee Ht Stand Lt (mm),Knee Ht Stand Rt (mm),Malleolus Med Lt (mm),Malleolus Med Rt (mm),Neck Ht (mm),Radiale-Stylion Len Lt (mm),Radiale-Stylion Len Rt (mm),Sellion Supramenton (mm),Sleeve Outseam Len Lt (mm),Sleeve Outseam Len Rt (mm),Sphyrion Ht Lt (mm),Sphyrion Ht Rt (mm),Suprasternale Ht (mm),Trochanterion Ht Lt (mm),Trochanterion Ht Rt (mm),Waist Back (mm)
11220,1220,1434.65,1414.73,337.90,331.89,73.40,66.92,452.48,469.82,1315.90,1304.26,386.43,302.88,123.17,224.62,146.23,351.27,170.52,1486.17,1268.05,1114.09,1102.51,97.65,98.72,1628.35,1624.88,66.15,374.94,495.53,492.03,76.41,82.44,76.75,245.87,255.96,90.21,577.69,583.52,67.20,72.05,1423.99,921.31,919.23,409.34
11221,1221,1379.31,1371.98,294.09,296.34,66.75,71.48,409.76,428.99,1275.03,1272.97,361.64,259.26,111.10,234.33,142.41,353.32,182.43,1425.63,1229.90,1101.48,1098.95,93.84,87.01,1538.92,1538.21,55.26,368.10,459.17,462.65,76.97,83.01,97.62,226.29,244.68,86.63,522.41,537.04,56.71,58.75,1344.22,883.48,879.15,398.88
11223,1223,1248.33,1239.70,278.56,275.48,72.91,70.50,382.81,395.19,1143.32,1142.18,349.55,313.74,113.87,228.63,142.33,346.37,203.43,1305.71,1073.25,1001.16,983.33,87.89,92.61,1391.95,1395.41,66.23,380.62,415.49,422.39,79.56,72.45,112.27,213.15,220.02,107.40,498.50,474.69,63.21,58.60,1229.13,784.59,796.48,376.92
11228,1228,1431.46,1405.84,333.60,352.32,77.92,72.61,455.22,473.47,1320.50,1303.96,382.43,307.69,113.44,281.87,144.19,346.39,198.28,1482.01,1258.39,1111.07,1086.35,101.49,95.03,1599.13,1601.30,66.14,378.82,477.53,481.01,88.47,96.51,107.98,236.13,235.04,92.20,567.38,582.49,57.18,65.33,1396.97,884.13,870.15,451.04
11229,1229,1346.96,1309.05,290.75,300.99,67.17,66.21,420.24,415.58,1252.81,1220.05,365.23,308.05,107.63,250.61,,359.20,176.58,1377.60,1176.80,1066.06,1032.26,81.24,93.75,1502.43,1495.38,66.81,371.19,438.89,442.33,82.11,79.54,109.92,217.67,205.61,90.45,499.50,493.84,55.02,52.99,1304.97,821.09,830.45,385.46
11230,1230,1405.30,1384.92,341.32,324.72,74.52,74.38,444.65,442.19,1292.73,1275.16,397.60,352.21,141.95,273.45,154.08,351.30,271.98,1477.67,1220.24,1108.23,1096.68,94.01,94.38,1570.28,1566.82,70.19,405.94,473.10,473.11,97.93,85.63,93.85,229.46,247.00,99.83,577.57,560.70,80.61,65.81,1383.22,905.19,891.04,485.62
11232,1232,1371.27,1368.42,295.99,308.27,71.19,67.30,470.90,473.65,1292.23,1282.84,365.99,266.73,109.57,243.18,143.81,340.24,174.64,1433.18,1201.63,1085.41,1072.92,88.76,94.21,1560.49,1559.22,62.50,356.62,452.78,466.64,69.66,65.71,133.50,245.37,263.30,101.02,534.80,560.34,46.26,44.24,1344.45,884.27,870.72,402.25
11235,1235,1448.63,1453.00,321.11,312.51,58.24,65.62,447.61,443.12,1333.98,1355.98,390.03,348.10,117.63,279.31,152.68,410.43,220.24,1510.01,1278.50,1138.82,1165.82,93.88,90.53,1637.97,1636.93,69.69,378.17,481.20,481.15,81.56,77.09,104.63,250.83,257.87,99.33,549.97,558.54,60.88,49.38,1431.09,902.13,899.59,421.15
11236,1236,1294.42,1295.39,285.83,293.60,64.16,73.54,433.56,424.13,1187.83,1193.80,372.20,285.52,123.39,228.76,152.60,375.58,213.38,1356.66,1140.57,1011.58,1033.67,95.02,102.67,1486.49,1490.52,55.31,375.12,442.25,449.18,72.13,75.57,74.89,253.33,228.71,92.54,497.38,503.71,47.81,48.63,1313.88,848.36,859.56,365.45
11242,1242,1253.33,1248.22,282.39,291.21,57.93,48.43,397.06,403.98,1152.78,1157.42,356.38,290.04,126.76,230.69,138.89,331.86,176.61,1307.19,1090.70,978.04,968.48,,86.51,1416.34,1419.81,58.11,346.94,399.64,406.59,66.52,66.02,83.32,212.75,216.26,87.98,489.39,509.13,38.79,49.35,1257.04,771.21,758.75,363.75
11243,1243,1571.90,1567.76,358.14,376.83,62.06,64.04,482.05,481.73,1441.39,1407.49,437.07,342.29,125.78,275.69,161.91,382.32,234.47,1603.96,1386.08,1228.77,1209.80,100.75,96.35,1763.68,1760.22,82.15,442.47,516.22,512.76,90.92,96.80,132.48,256.01,269.08,100.68,618.37,649.11,59.77,69.09,1536.82,994.47,1019.27,475.02
11244,1244,1373.86,1367.37,309.75,297.45,70.92,74.22,392.71,382.84,1254.24,1239.90,378.30,380.15,119.69,330.47,144.88,469.23,263.58,1421.09,1210.36,1077.36,1073.42,93.35,95.79,1536.54,1536.54,68.02,414.71,454.56,468.40,75.92,77.62,77.03,235.83,235.12,87.13,527.16,516.20,55.15,56.84,1370.29,880.35,915.11,374.51
11247,1247,1539.33,1531.21,345.46,347.74,80.63,81.77,498.42,489.49,1427.08,1421.61,412.75,361.00,122.51,284.98,156.54,373.77,250.84,1595.86,1356.06,1203.62,1197.25,96.66,97.97,1732.72,1733.76,67.77,378.06,546.32,542.89,94.06,98.06,129.54,258.68,264.50,91.75,598.69,602.22,69.65,69.72,1515.55,1018.90,1013.76,475.70
11248,1248,1543.74,1548.20,382.00,396.07,76.30,84.04,571.05,574.34,1423.81,1422.43,383.81,301.63,122.95,266.67,142.95,336.77,200.65,1619.39,1364.51,1175.55,1183.97,91.56,101.73,1746.04,1745.85,53.82,336.29,559.50,556.07,92.92,96.29,70.95,298.37,301.72,97.56,656.12,668.95,71.51,75.51,1513.87,1028.23,1029.75,488.60
11249,1249,1437.35,1443.44,296.24,300.02,68.42,75.39,479.74,487.33,1357.90,1375.17,360.45,280.80,101.99,262.81,137.90,328.27,194.10,1472.64,1321.22,1148.42,1160.54,92.51,94.43,1633.35,1629.52,64.61,328.02,481.89,485.36,80.23,76.13,94.69,256.52,262.93,111.22,548.74,555.08,60.43,62.27,1425.14,960.06,970.29,401.07
11250,1250,1402.56,1393.32,301.06,290.85,75.49,57.03,398.83,384.17,1266.20,1260.74,361.04,331.54,120.45,302.41,145.20,408.79,202.29,1455.36,1221.83,1125.92,1116.45,98.93,97.46,1549.00,1550.94,65.73,386.01,430.04,433.54,82.02,84.72,100.49,226.03,229.43,88.17,516.05,503.98,61.18,63.93,1356.97,838.07,832.22,462.45
11251,1251,1571.89,1578.36,346.25,374.99,98.01,88.03,498.98,525.90,1449.35,1451.84,409.89,343.46,121.84,202.63,160.65,378.04,226.22,1644.68,1407.98,1231.56,1226.42,95.63,108.07,1785.57,1782.11,77.33,417.91,546.67,563.98,91.18,91.71,110.97,304.14,295.33,104.13,618.95,659.27,73.89,75.26,1567.34,1004.34,1010.79,501.77
11254,1254,1469.81,1467.39,290.52,324.87,64.05,61.51,464.69,448.25,1360.34,1339.51,444.23,315.08,121.32,240.29,150.84,354.18,222.05,1523.22,1315.30,1177.67,1172.48,98.79,99.51,1661.72,1661.72,72.00,380.13,504.73,483.97,77.38,80.36,111.02,280.31,252.32,98.28,574.46,580.46,50.91,57.32,1467.76,940.37,943.21,489.22
11258,1258,1458.96,1421.38,326.79,320.65,82.71,69.80,460.88,473.90,1340.89,1318.51,425.77,327.09,116.22,241.49,142.78,352.55,217.27,1504.61,1277.16,1146.83,1111.75,106.96,111.51,1633.87,1633.88,60.10,408.69,486.18,482.76,93.95,96.70,104.85,259.02,258.43,104.35,560.90,563.03,77.68,73.29,1426.04,921.48,914.48,488.86
11260,1260,1445.53,1429.68,308.82,315.63,63.54,60.64,451.41,435.34,1350.73,1317.07,399.33,392.83,114.93,342.62,146.80,436.35,214.81,1504.84,1205.51,1156.20,1140.21,89.84,101.61,1607.35,1603.88,70.24,423.00,462.25,469.20,68.79,87.18,87.40,228.26,233.44,94.12,548.77,561.94,54.95,62.93,1416.83,898.90,891.65,416.79
11262,1262,1338.88,1336.87,308.04,297.26,67.01,62.75,398.58,404.88,1219.51,1218.64,383.23,359.39,118.89,298.37,144.19,390.88,242.09,1404.49,1154.35,1038.17,1048.22,104.10,99.84,1521.68,1518.04,62.86,437.35,438.05,434.59,75.17,78.49,91.01,224.19,241.62,87.22,525.02,517.68,54.38,57.70,1331.05,885.42,877.72,396.87
11267,1267,1385.06,1372.16,319.33,308.01,78.35,69.90,423.87,418.88,1281.75,1278.80,432.21,435.64,131.94,341.88,165.35,432.67,237.10,1444.76,1243.31,1068.38,1066.23,94.87,100.93,1558.59,1555.13,74.08,468.21,450.47,457.39,88.28,88.38,128.44,229.35,229.39,98.82,539.97,530.79,64.95,73.08,1371.54,876.44,860.94,426.64
11270,1270,1331.31,1314.47,287.31,292.84,59.35,71.03,398.59,416.75,1238.53,1221.54,359.87,267.83,104.32,236.26,140.77,345.00,209.45,1384.49,1132.11,1053.54,1039.47,86.99,88.59,1512.94,1505.25,57.34,321.56,442.42,449.35,85.73,80.84,76.64,208.92,215.21,101.75,507.03,507.33,68.43,70.88,1302.79,843.67,857.60,425.81
11271,1271,1483.17,1482.04,344.05,367.59,78.59,79.46,476.15,476.92,1367.06,1355.57,436.96,404.10,128.29,315.88,170.83,395.83,286.50,1560.44,1330.56,1155.48,1152.49,101.07,109.01,1674.13,1673.33,79.10,422.22,510.83,507.33,89.39,81.57,69.45,262.87,269.38,98.42,598.99,623.45,72.06,71.17,1484.82,960.02,970.42,447.85
11272,1272,1450.72,1447.90,308.37,328.39,86.01,77.12,473.58,478.20,1373.52,1357.59,409.09,281.89,108.32,236.50,145.39,366.01,181.73,1523.78,1294.05,1138.15,1125.21,89.57,93.61,1650.86,1647.40,66.37,365.62,484.58,484.59,89.75,89.30,75.92,243.76,246.00,98.70,531.41,548.93,70.76,73.35,1439.56,936.66,932.99,429.60
11273,1273,1438.51,1427.28,327.20,313.16,73.05,68.51,450.34,439.07,1330.96,1326.45,415.87,375.88,143.06,262.55,155.91,376.17,250.40,1485.38,1234.23,1127.56,1113.18,99.12,95.83,1597.97,1594.50,78.09,400.68,473.91,473.90,92.66,92.84,120.34,232.59,245.93,89.32,547.98,563.01,68.30,68.59,1400.51,889.95,883.65,484.80
11279,1279,1523.68,1516.73,313.77,323.86,89.82,75.39,469.10,496.79,1406.31,1414.49,408.39,336.13,125.26,288.80,151.61,372.79,226.07,1609.45,1348.45,1203.41,1189.02,98.92,104.40,1722.48,1725.19,65.86,350.89,525.28,532.24,94.19,96.17,93.56,277.30,282.17,94.48,586.83,597.28,68.94,76.34,1531.27,1017.51,1013.12,488.22
11280,1280,1309.22,1292.74,279.88,285.00,59.55,63.93,406.32,423.70,1206.02,1192.14,366.27,305.82,109.05,252.20,144.12,334.87,160.00,1373.02,1140.39,1030.95,1030.85,,85.79,1467.27,1469.48,56.67,346.19,451.92,437.80,84.68,82.30,90.17,232.95,245.46,94.89,506.18,512.63,56.93,64.98,1294.57,857.95,841.94,375.60
11289,1289,1375.60,1367.52,292.21,302.04,70.57,68.31,441.38,447.13,1288.79,1290.87,428.83,310.51,114.93,254.94,148.88,359.72,215.76,1447.84,1240.69,1096.88,1102.18,104.01,105.38,1566.21,1563.08,58.97,358.03,488.29,481.36,91.26,95.53,121.34,232.43,226.02,97.02,536.12,537.88,66.97,74.74,1399.99,889.18,883.54,427.83
11294,1294,1341.97,1346.52,277.74,289.22,69.25,72.42,437.01,446.05,1263.04,1266.65,398.96,312.68,109.89,243.91,156.78,389.49,218.58,1405.08,1204.75,1080.73,1102.56,81.24,88.88,1547.72,1540.79,68.35,361.97,462.84,455.86,83.03,84.87,104.14,228.22,243.50,101.19,503.37,515.03,62.24,64.09,1360.66,863.50,847.28,358.60
11298,1298,1401.61,1399.37,315.84,325.23,61.18,64.06,473.05,481.13,1309.78,1309.87,366.47,277.46,121.15,235.62,146.92,312.65,207.38,1432.27,1222.73,1097.73,1085.89,,110.13,1544.75,1548.73,70.26,354.06,476.22,476.23,84.36,84.11,108.01,253.69,258.31,94.65,571.59,567.26,71.06,63.33,1380.76,940.87,919.38,430.43
11302,1302,1296.37,1282.69,295.73,298.57,70.26,70.54,412.96,409.87,1192.34,1175.21,396.64,338.07,109.06,303.41,152.80,399.10,193.01,1368.23,1144.01,1013.00,994.71,95.81,95.33,1443.71,1448.85,64.45,375.63,436.42,436.32,77.82,74.41,99.78,226.31,227.89,83.24,506.75,532.87,57.07,62.91,1287.76,784.87,801.66,395.83
11304,1304,1364.65,1347.86,303.35,304.37,76.52,70.27,414.71,406.62,1237.71,1232.07,388.01,346.62,119.80,286.76,149.69,389.23,214.23,1421.20,1203.04,1053.83,1048.04,101.56,98.00,1556.25,1556.51,54.38,411.30,427.02,430.51,75.69,80.14,71.94,244.02,240.74,98.39,531.57,508.82,58.37,59.36,1362.64,843.20,840.61,446.98
11305,1305,1366.46,1356.76,315.95,310.16,64.15,67.69,467.78,481.82,1268.69,1269.73,364.08,260.47,108.43,262.21,142.13,372.32,152.08,1411.50,1202.79,1072.40,1075.94,80.70,82.51,1527.81,1524.95,63.24,336.46,472.79,469.34,66.21,71.13,98.42,251.23,261.68,93.62,562.69,557.35,42.00,46.90,1348.29,919.71,887.98,384.68
11306,1306,1383.95,1371.19,307.35,305.97,62.36,60.66,436.29,449.22,1284.13,1285.22,379.18,331.09,113.36,301.88,152.22,426.35,226.03,1420.47,1193.57,1095.68,1088.67,98.92,97.15,1552.62,1553.91,65.94,427.29,443.62,447.10,76.62,87.25,114.37,223.23,237.41,100.50,530.22,530.39,55.81,63.00,1366.87,820.76,823.84,403.18
11311,1311,1502.72,1479.51,344.52,348.41,74.68,75.75,516.98,521.46,1403.20,1389.35,428.38,313.02,111.31,253.68,149.04,356.01,216.36,1578.66,1337.56,1170.39,1161.40,96.57,108.07,1704.77,1701.31,74.16,391.08,511.77,518.70,88.09,85.35,131.95,275.98,271.15,95.59,614.90,625.02,60.36,67.60,1490.03,945.88,952.92,512.83
11314,1314,1592.90,1608.43,368.19,355.94,75.52,74.48,480.18,492.32,1452.97,1479.08,447.05,378.83,148.33,288.25,159.12,391.86,266.90,1672.44,1418.55,1236.82,1268.12,108.10,107.50,1757.58,1761.48,70.52,446.85,546.82,543.24,86.70,89.89,78.38,254.37,272.60,101.96,626.94,617.55,62.37,69.10,1562.33,1016.56,1018.78,530.87
11315,1315,1357.64,1325.99,305.98,297.43,67.52,65.77,402.39,423.71,1248.90,1238.23,371.54,345.54,118.31,267.64,162.08,367.42,237.24,1394.87,1166.76,1069.12,1035.37,93.56,106.41,1520.11,1527.04,72.38,430.83,442.21,435.29,79.65,78.04,94.06,212.62,227.51,100.82,506.21,512.17,62.28,61.57,1338.25,824.44,839.86,379.00
11318,1318,1532.16,1502.97,353.67,343.95,71.17,83.20,479.18,450.17,1386.44,1373.08,384.66,322.13,127.67,261.95,148.35,332.75,221.67,1572.22,1330.67,1200.84,1181.35,91.27,91.76,1689.34,1687.51,75.66,413.01,546.93,546.86,91.59,92.55,84.08,284.17,277.97,100.48,629.54,609.71,56.57,61.38,1497.02,1041.91,1063.48,440.06
11323,1323,1598.96,1579.95,363.99,358.78,73.83,72.63,495.94,494.67,1468.50,1461.81,440.46,354.65,114.53,261.44,147.29,395.37,211.27,1664.43,1413.44,1242.83,1234.88,93.71,99.51,1791.13,1787.44,66.62,414.38,542.17,545.65,98.01,97.02,150.60,267.28,268.43,94.12,632.02,627.00,77.21,83.16,1593.55,1020.98,1005.59,494.89
11324,1324,1438.89,1431.30,287.88,306.29,74.24,74.49,443.20,452.25,1346.23,1342.28,394.38,283.59,117.07,249.28,147.65,366.88,210.34,1509.51,1298.12,1162.26,1153.27,96.58,96.83,1629.27,1627.26,68.09,389.54,477.23,480.66,83.49,87.93,123.46,245.01,251.44,86.92,522.95,548.03,63.74,63.11,1441.98,901.98,890.64,447.22
11329,1329,1469.76,1465.16,337.05,354.62,78.34,74.09,476.48,472.31,1350.84,1331.94,395.31,316.27,114.63,237.10,152.38,371.09,210.35,1529.37,1302.50,1142.13,1125.07,98.92,98.84,1645.46,1645.46,68.07,374.59,493.77,493.78,83.27,83.74,78.31,259.89,263.48,102.29,571.16,591.89,62.44,62.95,1451.50,939.66,930.62,402.90
11333,1333,1343.30,1342.07,274.65,290.86,74.47,64.33,379.50,381.34,1235.99,1229.16,396.89,327.34,132.56,301.38,154.56,398.83,204.86,1393.22,1191.57,1078.17,1060.04,104.39,92.72,1527.61,1527.61,68.04,384.21,450.96,447.48,73.94,83.87,95.62,218.59,229.85,111.33,487.90,519.23,53.21,52.70,1359.61,875.82,861.89,388.18
11334,1334,1439.73,1419.70,325.33,328.95,76.37,69.82,431.67,433.27,1320.45,1296.89,397.64,307.46,122.41,223.60,144.85,345.58,208.91,1489.25,1271.08,1117.42,1101.18,99.54,97.31,1604.01,1600.33,69.40,392.09,498.45,491.49,85.87,90.52,111.99,240.33,254.77,104.44,541.96,556.33,69.04,64.53,1427.19,898.33,892.40,456.73
11335,1335,1623.83,1591.17,331.39,334.59,71.78,59.47,491.54,494.86,1513.12,1495.32,411.90,362.67,129.47,324.79,148.69,436.02,226.50,1679.45,1402.24,1298.71,1274.28,94.71,94.82,1814.48,1814.48,68.29,426.11,512.14,508.67,85.00,81.96,119.20,268.03,260.40,104.16,590.29,585.98,70.95,64.65,1584.13,1032.54,1028.76,509.72
11339,1339,1414.58,1406.53,300.11,303.39,74.74,69.02,445.63,455.07,1337.07,1320.90,418.97,299.55,108.90,277.87,144.80,364.63,194.32,1463.64,1264.18,1113.71,1120.18,93.18,96.51,1586.15,1586.34,56.76,406.51,462.54,472.93,84.53,84.12,139.20,232.92,235.58,90.16,533.29,525.30,61.34,66.80,1413.21,929.57,960.64,388.60
11344,1344,1328.03,1329.30,315.11,309.78,60.61,60.95,476.20,467.33,1227.22,1242.24,394.13,318.63,113.94,244.33,145.60,369.79,218.05,1416.88,1168.36,1021.86,1036.73,92.52,95.71,1530.29,1528.32,57.80,393.91,443.63,453.98,77.96,74.85,97.64,275.48,263.77,87.12,565.92,570.65,64.06,50.60,1332.91,894.88,909.58,396.65
11355,1355,1362.75,1362.32,310.41,322.00,73.41,57.34,404.44,414.80,1245.98,1237.84,385.32,376.24,117.42,311.56,147.27,397.67,244.29,1424.00,1157.09,1060.52,1062.75,83.06,91.52,1561.32,1562.14,62.96,420.53,457.49,454.01,80.79,80.76,67.34,224.15,236.16,95.49,523.63,538.36,60.01,56.51,1358.04,900.31,902.14,380.76
11359,1359,1342.78,1341.50,310.00,302.65,73.42,61.01,365.86,371.46,1187.32,1172.54,383.83,443.93,135.14,319.55,163.48,470.89,288.42,1374.49,1155.53,1051.34,1042.54,96.17,92.67,1500.54,1495.40,66.31,444.10,430.87,437.80,79.10,76.44,68.15,220.95,243.90,104.88,528.07,549.77,61.69,59.68,1323.93,816.45,778.89,379.55
11361,1361,1475.79,1443.91,324.05,303.85,71.97,75.59,476.21,457.40,1357.72,1325.04,402.91,315.23,124.76,227.97,153.31,351.52,212.40,1543.48,1292.16,1155.24,1139.85,91.04,99.59,1676.68,1676.68,68.09,385.36,511.19,500.79,87.99,90.92,83.65,268.71,273.66,101.88,581.48,571.45,63.73,64.03,1470.61,949.00,917.73,460.74
11364,1364,1303.29,1286.52,282.51,277.62,71.83,60.83,362.34,377.32,1193.44,1179.23,359.26,309.62,108.73,277.41,142.88,356.77,224.01,1335.23,1120.37,1046.23,1024.01,89.76,94.82,1462.37,1465.83,62.11,378.86,413.81,417.28,70.58,81.27,104.00,207.07,225.12,93.56,481.88,488.56,53.27,57.02,1303.06,814.14,803.68,381.63
11367,1367,1267.95,1281.56,268.09,287.24,65.39,69.61,386.52,402.88,1169.87,1187.19,387.10,273.09,108.75,237.72,138.09,335.04,192.26,1323.39,1100.80,1010.21,1018.48,97.41,90.09,1471.65,1474.91,60.04,373.14,405.48,405.47,75.21,75.90,111.56,215.57,216.72,93.69,475.39,501.59,51.12,48.18,1261.87,786.61,795.76,381.39
11368,1368,1395.21,1396.35,302.39,304.29,63.87,64.20,450.45,445.43,1311.51,1309.32,364.19,300.56,105.41,281.38,142.41,381.38,204.07,1460.18,1245.92,1105.44,1115.28,95.60,97.63,1568.09,1568.33,64.71,356.08,476.43,479.89,87.09,86.38,101.39,234.49,245.81,87.72,525.50,534.76,66.31,69.06,1374.10,899.24,897.92,402.31
11373,1373,1477.45,1477.17,329.93,343.15,71.33,65.49,459.39,488.94,1359.25,1358.66,390.76,321.79,120.46,276.97,150.59,405.70,212.11,1540.76,1297.06,1157.54,1153.62,97.67,101.80,1612.29,1608.83,70.30,410.17,491.15,491.15,79.32,80.92,102.67,253.53,271.81,89.22,572.03,594.12,58.43,63.59,1456.41,919.88,929.86,472.84
11377,1377,1429.96,1410.28,331.07,327.54,75.65,78.15,445.21,443.46,1315.56,1284.51,413.94,412.26,126.35,301.52,152.12,425.70,239.89,1463.04,1213.15,1114.07,1093.05,91.76,107.39,1587.07,1580.34,66.03,493.01,479.21,493.05,83.56,86.23,108.69,247.19,269.40,88.54,582.10,568.97,64.54,65.44,1384.62,889.64,896.27,432.89
11379,1379,1732.59,1718.97,403.19,396.52,100.52,83.87,504.87,532.20,1583.23,1586.96,468.83,401.56,120.89,291.92,160.24,441.54,266.38,1783.95,1503.74,1341.25,1318.72,104.35,110.29,1912.42,1908.96,74.16,486.78,578.45,585.43,89.27,103.04,135.16,262.29,303.14,98.47,688.94,685.81,77.36,85.72,1687.31,1082.49,1089.35,548.44
11381,1381,1350.11,1344.02,277.88,282.54,65.52,57.05,416.36,415.29,1245.87,1233.81,374.06,287.17,104.05,240.19,131.66,367.73,160.02,1410.48,1193.85,1085.06,1082.26,77.12,91.19,1532.03,1529.89,57.20,376.26,437.04,443.97,68.76,65.61,97.85,242.80,250.51,97.07,506.32,530.17,41.04,41.36,1342.87,816.50,818.63,394.96
11382,1382,1462.63,1459.46,331.87,349.72,68.96,74.14,467.73,490.57,1348.28,1349.57,384.04,325.52,120.21,254.31,151.90,361.56,225.12,1505.80,1268.83,1141.65,1136.03,93.40,97.92,1611.11,1615.25,72.31,387.97,504.81,501.37,79.58,91.64,107.55,250.94,258.21,89.25,587.75,597.84,62.22,70.85,1428.20,923.62,918.28,478.59
11384,1384,1414.03,1404.47,326.22,319.62,69.17,54.76,461.25,448.99,1319.78,1318.88,366.15,331.69,110.24,309.69,147.71,408.83,228.42,1481.80,1223.00,1118.35,1117.17,90.77,91.76,1579.82,1576.36,66.12,403.26,477.27,477.26,68.56,62.16,81.92,238.17,229.95,87.37,559.05,551.09,54.64,52.72,1385.85,862.00,864.80,411.52
11385,1385,1390.02,1375.18,315.17,310.85,66.89,64.43,457.47,452.40,1299.85,1288.59,386.78,316.59,113.10,251.18,148.35,349.63,232.01,1447.44,1222.11,1087.10,1083.43,98.47,94.50,1559.80,1558.14,61.83,424.38,467.15,467.18,86.24,84.47,107.52,238.07,237.68,80.17,541.14,548.63,68.86,60.22,1376.29,894.13,865.70,395.20
11387,1387,1350.81,1359.21,307.86,303.63,74.49,60.52,451.28,454.68,1254.00,1275.42,386.81,294.46,117.51,268.66,138.39,366.15,206.31,1419.22,1206.95,1067.27,1075.46,82.61,87.64,1532.61,1532.62,60.12,403.15,456.24,452.79,79.96,80.37,98.59,229.03,236.43,90.15,538.99,536.06,58.59,59.58,1350.78,864.45,864.83,384.99
11388,1388,1280.63,1307.64,253.99,280.28,65.67,57.48,411.24,413.80,1200.77,1209.34,388.91,272.47,107.03,244.63,138.65,337.18,182.37,1367.16,1159.05,1038.75,1048.07,87.94,88.35,1467.35,1470.53,61.60,386.72,421.45,428.38,66.44,66.74,93.86,230.30,230.75,97.25,475.89,501.53,48.59,52.88,1304.54,869.04,862.17,372.55
11393,1393,1367.97,1362.34,296.78,305.84,68.93,62.62,425.23,422.57,1243.33,1246.10,384.42,278.27,107.84,236.00,134.55,381.71,212.52,1420.14,1202.96,1069.47,1073.58,90.71,88.82,1528.62,1535.55,68.46,397.93,432.97,439.91,76.49,80.44,110.90,241.83,234.80,87.00,530.83,534.43,55.69,59.65,1358.93,879.07,851.68,398.19
11398,1398,1313.45,1315.88,316.46,328.36,70.14,63.65,412.34,417.14,1196.82,1203.57,381.13,304.85,128.02,252.19,155.75,370.86,211.74,1383.47,1135.12,1022.54,1009.44,104.09,100.09,1508.23,1502.33,61.67,383.18,448.24,444.77,86.57,80.64,84.05,225.01,230.41,90.63,527.79,536.93,58.82,52.94,1322.23,820.67,797.21,404.19
11401,1401,1379.72,1375.20,311.02,315.62,68.17,61.67,424.31,434.01,1260.08,1246.55,379.49,308.55,112.58,230.16,,361.03,191.85,1425.57,1194.22,1076.54,1059.16,102.64,97.20,1566.50,1561.43,60.26,381.85,473.04,462.64,84.55,85.66,123.50,240.87,254.12,97.19,554.17,565.46,60.76,54.48,1377.84,904.80,875.89,395.24
11402,1402,1400.21,1409.88,326.64,346.41,71.71,74.02,443.55,470.03,1277.99,1279.15,390.63,353.34,123.32,332.03,,424.09,214.71,1467.05,1193.31,1082.77,1085.03,96.45,101.66,1576.86,1581.34,71.27,371.89,476.29,472.83,78.26,83.81,81.35,243.94,257.24,103.97,569.35,588.97,57.47,62.10,1401.24,891.48,895.21,384.53
11403,1403,1389.54,1389.45,293.34,302.51,68.07,66.52,397.24,411.28,1262.35,1266.59,389.12,345.87,137.37,268.32,152.64,349.23,244.75,1463.24,1255.38,1114.15,1109.69,87.48,97.13,1549.76,1539.37,74.75,434.23,469.13,465.66,72.09,79.77,79.17,234.57,239.60,94.75,535.70,545.80,44.68,52.06,1387.02,827.03,815.86,508.91
11405,1405,1266.42,1240.43,293.63,275.75,64.77,65.08,382.88,402.71,1146.16,1142.50,383.46,300.38,111.80,212.46,144.23,348.93,184.62,1312.16,1121.52,1021.13,996.13,86.18,94.00,1410.17,1412.52,53.02,390.15,412.23,415.08,78.06,71.05,77.41,203.86,226.36,88.49,509.62,498.48,41.50,43.34,1249.71,789.36,806.14,360.55
11406,1406,1345.20,1352.39,301.44,315.31,64.57,71.61,434.51,439.37,1240.22,1249.10,358.19,306.04,109.63,230.34,141.44,352.18,188.00,1411.66,1184.69,1060.57,,92.98,94.01,1506.85,1506.85,64.17,326.58,445.25,445.24,85.33,87.78,100.70,236.19,230.56,87.05,529.12,529.94,54.18,63.53,1326.74,910.55,920.06,404.78
11407,1407,1403.85,1389.45,327.74,309.30,73.77,68.16,428.89,431.44,1279.66,1289.38,399.63,367.99,116.18,305.22,141.53,434.30,262.42,1459.77,1246.97,1091.32,1107.11,87.16,92.90,1585.42,1585.68,59.99,434.16,465.57,458.69,73.80,76.71,132.15,224.49,229.06,90.22,536.34,528.59,55.58,55.92,1401.21,905.52,890.94,388.12
