Subject Number,NL Subject,Gender,"Acromial Height, Sitting (mm)",Ankle Circumference (mm),Spine-to-Shoulder (mm),Spine-to-Elbow (mm),Arm Length (Spine to Wrist) (mm),Arm Length (Shoulder to Wrist) (mm),Arm Length (Shoulder to Elbow) (mm),Armscye Circumference (Scye Circ Over Acromion) (mm),Bizygomatic Breadth (mm),Chest Circumference (mm),Bust/Chest Circumference Under Bust (mm),Buttock-Knee Length (mm),Chest Girth (Chest Circumference at Scye) (mm),Crotch Height (mm),"Elbow Height, Sitting (mm)","Eye Height, Sitting (mm)",Face Length (mm),Foot Length (mm),Hand Circumference (mm),Hand Length (mm),Head Breadth (mm),Head Circumference (mm),Head Length (mm),"Hip Breadth, Sitting (mm)","Hip Circumference, Maximum (mm)",Hip Circ Max Height (mm),Knee Height (mm),Neck Base Circumference (mm),Shoulder Breadth (mm),Sitting Height (mm),Stature (mm),Subscapular Skinfold (mm),Thigh Circumference (mm),Thigh Circumference Max Sitting (mm),Thumb Tip Reach (mm),TTR 1 (mm),TTR 2 (mm),TTR 3 (mm),Triceps Skinfold (mm),Total Crotch Length (Crotch Length) (mm),Vertical Trunk Circumference (mm),"Waist Circumference, Pref (mm)",Waist Front Length (mm),"Waist Height, Preferred (mm)",Weight (kg)
11174,1174,Female,562.00,235.00,173.00,497.00,740.00,567.00,324.00,466.00,137.00,1030.00,867.00,597.00,930.00,732.00,230.00,731.00,111.00,224.00,180.00,176.00,149.00,533.00,174.00,448.00,1087.00,813.00,483.00,510.00,391.00,834.00,1586.00,38.40,670.00,660.00,744.67,730.00,744.00,760.00,30.20,665.00,1640.00,1012.00,385.00,979.00,77.40
11175,1175,Female,573.00,245.00,212.00,510.00,747.00,535.00,298.00,412.00,132.00,1065.00,848.00,630.00,988.00,764.00,253.00,751.00,116.00,238.00,196.00,180.00,148.00,566.00,200.00,467.00,1112.00,842.00,497.00,456.00,432.00,857.00,1645.00,22.00,645.00,652.00,717.00,719.00,714.00,718.00,12.40,720.00,1643.00,893.00,394.00,1005.00,79.10
11177,1177,Female,592.00,283.00,214.00,542.00,810.00,596.00,328.00,492.00,131.00,1284.00,1075.00,649.00,1090.00,804.00,250.00,763.00,143.00,247.00,193.00,186.00,155.00,,,497.00,1364.00,912.00,510.00,481.00,461.00,904.00,1733.00,15.20,667.00,715.00,791.33,801.00,788.00,785.00,18.80,845.00,1796.00,1080.00,365.00,1059.00,106.20
11179,1179,Female,571.00,250.00,197.00,540.00,795.00,598.00,343.00,410.00,134.00,1078.00,910.00,663.00,983.00,816.00,219.00,778.00,126.00,239.00,183.00,181.00,146.00,556.00,188.00,442.00,1135.00,858.00,534.00,473.00,435.00,873.00,1715.00,14.40,676.00,669.00,770.00,775.00,767.00,768.00,15.00,735.00,1673.00,1005.00,420.00,1054.00,83.10
11181,1181,Female,556.00,235.00,194.00,502.00,730.00,536.00,308.00,419.00,135.00,865.00,734.00,549.00,860.00,747.00,245.00,732.00,118.00,228.00,199.00,167.00,153.00,539.00,183.00,400.00,1012.00,754.00,476.00,390.00,421.00,847.00,1568.00,16.00,590.00,572.00,715.67,710.00,721.00,716.00,21.20,685.00,1474.00,747.00,344.00,961.00,59.10
11182,1182,Female,558.00,240.00,171.00,497.00,760.00,589.00,326.00,500.00,133.00,1140.00,886.00,613.00,1030.00,800.00,226.00,710.00,112.00,232.00,180.00,179.00,147.00,550.00,188.00,398.00,1019.00,826.00,532.00,494.00,452.00,819.00,1637.00,16.60,585.00,575.00,765.33,764.00,756.00,776.00,15.40,706.00,1606.00,965.00,385.00,1002.00,77.50
11183,1183,Male,602.00,243.00,265.00,615.00,915.00,650.00,350.00,428.00,145.00,936.00,,633.00,981.00,886.00,222.00,830.00,131.00,276.00,221.00,219.00,155.00,558.00,190.00,342.00,924.00,879.00,583.00,494.00,495.00,947.00,1843.00,9.80,539.00,536.00,845.33,846.00,873.00,817.00,5.60,629.00,1650.00,800.00,436.00,1002.00,73.30
11184,1184,Female,557.00,240.00,196.00,485.00,728.00,532.00,289.00,450.00,146.00,1149.00,971.00,578.00,1038.00,674.00,258.00,731.00,110.00,230.00,198.00,179.00,154.00,574.00,187.00,419.00,1100.00,749.00,460.00,466.00,435.00,835.00,1541.00,34.20,648.00,646.00,691.33,704.00,693.00,677.00,21.40,700.00,1681.00,960.00,398.00,896.00,82.00
11187,1187,Female,603.00,264.00,210.00,565.00,832.00,622.00,355.00,460.00,136.00,1134.00,960.00,683.00,1020.00,911.00,221.00,756.00,124.00,246.00,185.00,191.00,153.00,574.00,192.00,406.00,1150.00,930.00,578.00,437.00,471.00,893.00,1798.00,25.40,680.00,670.00,833.00,843.00,831.00,825.00,22.20,668.00,1698.00,998.00,420.00,1134.00,91.40
11189,1189,Male,554.00,230.00,198.00,520.00,790.00,592.00,322.00,358.00,137.00,944.00,,589.00,960.00,758.00,214.00,763.00,116.00,224.00,190.00,178.00,149.00,577.00,193.00,343.00,895.00,842.00,492.00,,,870.00,1677.00,11.00,520.00,520.00,784.67,783.00,783.00,788.00,5.20,590.00,1566.00,820.00,430.00,933.00,62.00
11190,1190,Female,604.00,255.00,183.00,532.00,794.00,611.00,349.00,436.00,135.00,1052.00,873.00,617.00,980.00,785.00,251.00,802.00,104.00,254.00,207.00,177.00,142.00,555.00,193.00,431.00,1075.00,842.00,523.00,517.00,404.00,909.00,1702.00,32.00,624.00,640.00,778.67,777.00,779.00,780.00,23.60,726.00,1681.00,870.00,396.00,1053.00,78.40
11192,1192,Female,541.00,236.00,207.00,531.00,767.00,560.00,324.00,427.00,138.00,1077.00,878.00,641.00,1005.00,781.00,217.00,731.00,110.00,233.00,174.00,172.00,152.00,543.00,181.00,443.00,1105.00,822.00,491.00,432.00,444.00,843.00,1647.00,33.80,660.00,666.00,688.00,689.00,682.00,693.00,32.60,755.00,1600.00,886.00,353.00,1046.00,79.20
11194,1194,Female,586.00,232.00,210.00,535.00,775.00,565.00,325.00,397.00,128.00,886.00,728.00,606.00,897.00,798.00,244.00,794.00,106.00,249.00,185.00,181.00,148.00,529.00,173.00,405.00,1007.00,849.00,490.00,396.00,420.00,905.00,1691.00,14.00,599.00,587.00,742.67,747.00,725.00,756.00,19.60,750.00,1554.00,674.00,345.00,1052.00,63.40
11196,1196,Female,581.00,239.00,195.00,535.00,800.00,605.00,340.00,374.00,126.00,1032.00,855.00,625.00,958.00,796.00,229.00,775.00,116.00,266.00,190.00,197.00,146.00,567.00,181.00,427.00,1093.00,911.00,503.00,449.00,431.00,896.00,1713.00,20.00,605.00,608.00,803.00,807.00,802.00,800.00,17.40,802.00,1644.00,835.00,336.00,1098.00,73.50
11197,1197,Female,597.00,275.00,198.00,512.00,769.00,571.00,314.00,480.00,141.00,1179.00,1010.00,594.00,1008.00,696.00,266.00,746.00,104.00,248.00,194.00,182.00,147.00,540.00,180.00,523.00,1332.00,797.00,483.00,481.00,413.00,856.00,1581.00,38.00,717.00,724.00,732.33,729.00,733.00,735.00,39.00,823.00,1760.00,1049.00,373.00,977.00,95.50
11202,1202,Female,537.00,275.00,170.00,481.00,710.00,540.00,311.00,388.00,133.00,1056.00,886.00,609.00,921.00,746.00,219.00,713.00,106.00,246.00,193.00,174.00,148.00,533.00,179.00,429.00,1065.00,787.00,495.00,456.00,418.00,824.00,1562.00,18.00,660.00,630.00,736.00,732.00,729.00,747.00,23.20,735.00,1576.00,920.00,303.00,1000.00,73.50
11203,1203,Female,597.00,286.00,225.00,555.00,813.00,588.00,330.00,462.00,143.00,1146.00,974.00,628.00,1045.00,808.00,255.00,764.00,114.00,273.00,223.00,205.00,153.00,563.00,193.00,431.00,1066.00,800.00,499.00,481.00,486.00,910.00,1723.00,32.40,658.00,633.00,779.67,778.00,780.00,781.00,,788.00,1737.00,1037.00,435.00,1036.00,98.50
11204,1204,Male,560.00,253.00,210.00,524.00,755.00,545.00,314.00,430.00,148.00,1005.00,,564.00,965.00,683.00,229.00,757.00,103.00,255.00,204.00,180.00,164.00,562.00,181.00,381.00,1014.00,764.00,464.00,487.00,448.00,897.00,1622.00,31.20,556.00,560.00,800.33,795.00,798.00,808.00,8.60,674.00,1733.00,980.00,440.00,884.00,79.00
11205,1205,Male,627.00,287.00,248.00,595.00,880.00,632.00,347.00,522.00,145.00,1168.00,,661.00,1150.00,843.00,262.00,828.00,127.00,275.00,236.00,191.00,155.00,594.00,202.00,402.00,1075.00,899.00,568.00,569.00,521.00,941.00,1825.00,24.40,674.00,625.00,901.67,914.00,893.00,898.00,12.10,616.00,1822.00,1009.00,533.00,1066.00,105.40
11206,1206,Male,659.00,270.00,230.00,600.00,880.00,650.00,370.00,475.00,140.00,1007.00,,603.00,1038.00,823.00,270.00,839.00,117.00,261.00,244.00,196.00,148.00,558.00,192.00,382.00,980.00,839.00,541.00,448.00,488.00,977.00,1811.00,21.40,585.00,616.00,865.00,825.00,878.00,892.00,26.00,630.00,1770.00,910.00,495.00,1001.00,80.90
11207,1207,Male,725.00,306.00,231.00,610.00,915.00,684.00,379.00,571.00,145.00,1236.00,,693.00,1224.00,913.00,316.00,932.00,126.00,301.00,240.00,230.00,155.00,610.00,214.00,430.00,1190.00,929.00,612.00,509.00,560.00,1049.00,2016.00,,680.00,665.00,931.33,927.00,943.00,924.00,12.60,769.00,2046.00,1089.00,524.00,1172.00,127.50
11211,1211,Female,583.00,226.00,187.00,495.00,715.00,528.00,308.00,365.00,132.00,855.00,760.00,572.00,838.00,771.00,242.00,752.00,100.00,231.00,193.00,189.00,151.00,538.00,176.00,367.00,924.00,825.00,485.00,406.00,415.00,870.00,1648.00,8.20,521.00,510.00,716.33,708.00,711.00,730.00,11.20,700.00,1520.00,688.00,323.00,1031.00,53.70
11213,1213,Male,663.00,282.00,220.00,572.00,828.00,608.00,352.00,526.00,156.00,1127.00,,589.00,1105.00,757.00,279.00,813.00,114.00,264.00,217.00,194.00,165.00,604.00,205.00,398.00,1050.00,793.00,518.00,517.00,488.00,925.00,1723.00,25.00,589.00,588.00,789.00,801.00,778.00,788.00,8.60,685.00,1886.00,1015.00,545.00,949.00,100.70
11214,1214,Female,622.00,239.00,188.00,519.00,766.00,578.00,331.00,381.00,134.00,885.00,752.00,580.00,864.00,777.00,274.00,797.00,118.00,234.00,192.00,188.00,139.00,551.00,186.00,393.00,1005.00,787.00,513.00,417.00,396.00,898.00,1659.00,13.40,595.00,587.00,757.33,756.00,753.00,763.00,20.20,700.00,1604.00,733.00,360.00,1027.00,62.00
11215,1215,Female,596.00,260.00,200.00,570.00,845.00,645.00,370.00,405.00,138.00,975.00,805.00,640.00,920.00,859.00,215.00,803.00,125.00,247.00,210.00,200.00,151.00,570.00,194.00,422.00,1060.00,895.00,,435.00,436.00,920.00,1778.00,12.90,608.00,615.00,795.33,784.00,800.00,802.00,22.20,720.00,1630.00,737.00,353.00,1116.00,74.10
11217,1217,Female,605.00,230.00,190.00,530.00,800.00,610.00,340.00,390.00,132.00,937.00,810.00,617.00,890.00,847.00,251.00,778.00,106.00,241.00,205.00,201.00,142.00,560.00,191.00,378.00,942.00,901.00,512.00,442.00,419.00,899.00,1746.00,12.20,540.00,545.00,795.00,796.00,795.00,794.00,12.60,645.00,1565.00,750.00,360.00,1093.00,62.00
11218,1218,Female,558.00,280.00,214.00,525.00,776.00,562.00,311.00,451.00,134.00,1301.00,1033.00,612.00,1087.00,745.00,231.00,744.00,119.00,247.00,210.00,190.00,144.00,536.00,183.00,467.00,1239.00,850.00,504.00,494.00,453.00,846.00,1620.00,33.00,684.00,685.00,753.33,742.00,745.00,773.00,29.00,820.00,1762.00,1064.00,351.00,1031.00,101.70
11219,1219,Female,538.00,225.00,195.00,515.00,675.00,480.00,320.00,435.00,125.00,1009.00,829.00,600.00,935.00,704.00,192.00,704.00,114.00,226.00,185.00,170.00,142.00,548.00,186.00,371.00,976.00,821.00,491.00,427.00,423.00,824.00,1598.00,14.00,,584.00,716.67,719.00,726.00,705.00,14.80,645.00,1550.00,845.00,410.00,950.00,63.70
11220,1220,Female,579.00,258.00,210.00,563.00,843.00,633.00,353.00,395.00,134.00,980.00,783.00,645.00,948.00,836.00,218.00,790.00,113.00,248.00,202.00,196.00,140.00,546.00,190.00,392.00,996.00,889.00,550.00,504.00,454.00,905.00,1744.00,20.00,587.00,570.00,770.67,783.00,763.00,766.00,19.20,686.00,1635.00,822.00,371.00,1084.00,69.60
11221,1221,Female,579.00,236.00,194.00,523.00,775.00,581.00,329.00,390.00,132.00,898.00,770.00,610.00,893.00,818.00,238.00,763.00,120.00,251.00,185.00,190.00,147.00,547.00,189.00,411.00,1003.00,821.00,511.00,413.00,407.00,891.00,1683.00,13.80,593.00,598.00,741.33,744.00,743.00,737.00,10.20,630.00,1530.00,722.00,375.00,1032.00,64.10
11223,1223,Female,554.00,250.00,184.00,488.00,717.00,533.00,304.00,438.00,126.00,960.00,798.00,552.00,926.00,711.00,247.00,718.00,101.00,234.00,191.00,170.00,137.00,540.00,190.00,360.00,997.00,805.00,475.00,504.00,377.00,815.00,1524.00,20.40,594.00,574.00,716.00,718.00,713.00,717.00,16.40,656.00,1555.00,832.00,340.00,931.00,64.20
11226,1226,Female,560.00,249.00,195.00,520.00,764.00,569.00,325.00,438.00,138.00,1244.00,980.00,620.00,1069.00,777.00,214.00,756.00,106.00,252.00,218.00,192.00,151.00,563.00,188.00,463.00,1142.00,816.00,514.00,498.00,507.00,847.00,1643.00,39.00,622.00,618.00,633.00,633.00,633.00,,25.00,755.00,1684.00,1061.00,360.00,1016.00,91.50
11228,1228,Male,574.00,247.00,206.00,560.00,830.00,624.00,354.00,377.00,132.00,890.00,,588.00,895.00,822.00,216.00,803.00,126.00,247.00,197.00,183.00,151.00,579.00,,368.00,956.00,829.00,545.00,459.00,431.00,917.00,1734.00,10.40,546.00,562.00,781.33,777.00,786.00,781.00,8.40,586.00,1588.00,826.00,455.00,1010.00,64.40
11229,1229,Female,571.00,233.00,204.00,522.00,752.00,548.00,318.00,385.00,129.00,851.00,745.00,597.00,822.00,753.00,242.00,755.00,119.00,230.00,184.00,167.00,140.00,540.00,185.00,400.00,1009.00,773.00,479.00,424.00,383.00,876.00,1630.00,8.60,583.00,573.00,696.00,703.00,694.00,691.00,15.40,690.00,1553.00,800.00,370.00,1003.00,61.70
11230,1230,Male,612.00,249.00,206.00,549.00,805.00,599.00,343.00,455.00,145.00,1128.00,,617.00,1100.00,772.00,247.00,801.00,114.00,242.00,220.00,186.00,152.00,569.00,192.00,382.00,1035.00,849.00,509.00,557.00,484.00,904.00,1702.00,26.60,602.00,622.00,866.00,872.00,866.00,860.00,13.00,610.00,1770.00,981.00,505.00,966.00,86.60
11232,1232,Female,574.00,243.00,189.00,520.00,780.00,591.00,331.00,355.00,132.00,845.00,725.00,592.00,825.00,815.00,226.00,775.00,124.00,240.00,192.00,192.00,141.00,521.00,182.00,382.00,965.00,825.00,524.00,445.00,383.00,876.00,1680.00,7.40,570.00,562.00,740.33,741.00,744.00,736.00,12.60,655.00,1495.00,679.00,315.00,1058.00,57.60
11234,1234,Male,,328.00,212.00,575.00,848.00,636.00,363.00,448.00,150.00,1160.00,,654.00,1344.00,739.00,,836.00,117.00,306.00,239.00,207.00,160.00,582.00,198.00,445.00,1285.00,947.00,,506.00,531.00,955.00,1812.00,36.10,666.00,667.00,876.67,891.00,868.00,871.00,26.20,818.00,1985.00,1357.00,554.00,900.00,131.20
11235,1235,Female,609.00,250.00,200.00,534.00,820.00,620.00,334.00,423.00,145.00,1045.00,825.00,658.00,985.00,840.00,269.00,808.00,121.00,259.00,197.00,201.00,154.00,575.00,194.00,440.00,1119.00,855.00,541.00,447.00,435.00,920.00,1760.00,23.20,668.00,663.00,750.67,749.00,755.00,748.00,22.80,780.00,1705.00,847.00,385.00,1125.00,86.60
11236,1236,Female,542.00,254.00,200.00,518.00,759.00,559.00,318.00,396.00,136.00,920.00,775.00,597.00,895.00,788.00,206.00,751.00,117.00,245.00,196.00,181.00,150.00,532.00,176.00,425.00,1099.00,778.00,508.00,430.00,436.00,842.00,1598.00,9.80,671.00,650.00,724.67,713.00,734.00,727.00,17.30,672.00,1560.00,762.00,352.00,1012.00,68.60
11241,1241,Male,615.00,273.00,203.00,570.00,853.00,650.00,367.00,479.00,140.00,952.00,,,954.00,882.00,,797.00,127.00,273.00,231.00,204.00,164.00,566.00,189.00,377.00,955.00,915.00,559.00,455.00,460.00,942.00,1837.00,21.40,502.00,502.00,841.00,841.00,841.00,841.00,12.20,638.00,1708.00,924.00,439.00,1032.00,72.40
11242,1242,Female,536.00,225.00,182.00,492.00,726.00,544.00,310.00,393.00,129.00,886.00,782.00,548.00,854.00,721.00,219.00,729.00,103.00,214.00,194.00,168.00,147.00,537.00,180.00,390.00,980.00,708.00,478.00,421.00,394.00,825.00,1545.00,10.40,570.00,572.00,668.00,658.00,669.00,677.00,8.20,665.00,1484.00,725.00,325.00,967.00,56.80
11243,1243,Male,669.00,262.00,211.00,607.00,910.00,699.00,396.00,469.00,149.00,1011.00,,665.00,1039.00,886.00,271.00,868.00,118.00,269.00,206.00,197.00,156.00,564.00,190.00,404.00,1057.00,919.00,559.00,502.00,493.00,998.00,1900.00,23.00,609.00,603.00,841.33,835.00,846.00,843.00,21.20,681.00,1765.00,896.00,461.00,1143.00,85.10
11244,1244,Female,544.00,269.00,231.00,545.00,792.00,561.00,314.00,435.00,134.00,1220.00,985.00,653.00,1059.00,792.00,224.00,758.00,113.00,247.00,204.00,181.00,148.00,546.00,186.00,491.00,,916.00,518.00,510.00,496.00,863.00,1672.00,29.00,661.00,707.00,728.33,724.00,735.00,726.00,17.80,845.00,1763.00,1135.00,347.00,1035.00,101.60
11247,1247,Male,626.00,278.00,235.00,600.00,890.00,655.00,365.00,452.00,150.00,1019.00,,676.00,1016.00,918.00,254.00,846.00,131.00,292.00,228.00,216.00,160.00,570.00,190.00,383.00,1045.00,954.00,583.00,514.00,477.00,962.00,1881.00,,621.00,631.00,877.67,846.00,891.00,896.00,7.20,623.00,1733.00,1014.00,495.00,1117.00,89.00
11248,1248,Male,600.00,262.00,203.00,615.00,929.00,726.00,412.00,374.00,134.00,877.00,,680.00,904.00,952.00,196.00,811.00,121.00,280.00,222.00,201.00,143.00,567.00,191.00,356.00,914.00,979.00,594.00,443.00,427.00,923.00,1884.00,10.60,476.00,492.00,918.67,916.00,906.00,934.00,8.00,630.00,1606.00,804.00,387.00,1164.00,64.40
11249,1249,Female,584.00,235.00,187.00,503.00,771.00,584.00,316.00,420.00,123.00,894.00,778.00,649.00,857.00,879.00,247.00,769.00,106.00,253.00,192.00,197.00,137.00,540.00,191.00,350.00,926.00,873.00,527.00,402.00,403.00,873.00,1732.00,9.20,540.00,529.00,772.67,766.00,769.00,783.00,16.40,617.00,1503.00,755.00,366.00,1077.00,58.90
11250,1250,Female,645.00,225.00,210.00,525.00,770.00,560.00,315.00,468.00,134.00,1003.00,870.00,602.00,967.00,753.00,324.00,832.00,109.00,233.00,204.00,174.00,146.00,542.00,181.00,446.00,1122.00,769.00,487.00,420.00,458.00,943.00,1699.00,20.00,675.00,645.00,724.33,722.00,733.00,718.00,14.60,732.00,1732.00,884.00,413.00,1025.00,82.20
11251,1251,Male,628.00,272.00,200.00,580.00,890.00,690.00,380.00,440.00,150.00,990.00,,683.00,1013.00,965.00,223.00,853.00,128.00,280.00,220.00,214.00,154.00,580.00,195.00,396.00,999.00,900.00,611.00,496.00,476.00,979.00,1930.00,14.40,625.00,634.00,886.00,885.00,883.00,890.00,8.60,635.00,1750.00,940.00,470.00,1150.00,88.10
11254,1254,Male,606.00,266.00,243.00,575.00,865.00,622.00,332.00,446.00,139.00,1033.00,,629.00,1049.00,864.00,252.00,843.00,126.00,265.00,217.00,210.00,148.00,572.00,200.00,363.00,1011.00,871.00,555.00,511.00,498.00,951.00,1811.00,15.20,569.00,569.00,804.67,799.00,809.00,806.00,7.00,598.00,1706.00,845.00,456.00,1055.00,80.90
11257,1257,Female,554.00,235.00,228.00,556.00,809.00,581.00,328.00,370.00,127.00,816.00,715.00,601.00,788.00,781.00,224.00,769.00,118.00,235.00,191.00,186.00,148.00,544.00,181.00,371.00,943.00,840.00,490.00,415.00,388.00,898.00,1689.00,10.80,541.00,537.00,778.67,769.00,800.00,767.00,15.40,648.00,1504.00,670.00,339.00,1049.00,53.80
11258,1258,Male,641.00,267.00,235.00,565.00,820.00,585.00,330.00,421.00,134.00,1018.00,,616.00,1045.00,813.00,276.00,837.00,121.00,253.00,230.00,192.00,147.00,570.00,194.00,410.00,1072.00,806.00,494.00,514.00,495.00,964.00,1787.00,20.00,646.00,623.00,814.67,811.00,818.00,815.00,25.80,666.00,1757.00,961.00,450.00,993.00,87.80
11260,1260,Female,659.00,265.00,205.00,550.00,827.00,622.00,345.00,472.00,138.00,1105.00,925.00,615.00,1087.00,828.00,307.00,826.00,103.00,244.00,199.00,178.00,147.00,557.00,193.00,511.00,1233.00,814.00,,449.00,468.00,947.00,1763.00,31.00,740.00,760.00,770.00,769.00,772.00,769.00,32.40,865.00,1850.00,1003.00,442.00,1087.00,103.70
11262,1262,Female,597.00,250.00,194.00,521.00,778.00,584.00,327.00,432.00,135.00,1156.00,960.00,614.00,1012.00,758.00,272.00,778.00,111.00,249.00,190.00,193.00,145.00,544.00,185.00,465.00,1190.00,798.00,508.00,456.00,462.00,884.00,1645.00,29.00,770.00,747.00,742.67,742.00,745.00,741.00,33.60,763.00,1730.00,1022.00,470.00,1016.00,98.40
11266,1266,Female,491.00,230.00,197.00,508.00,750.00,553.00,311.00,409.00,127.00,950.00,769.00,587.00,882.00,788.00,159.00,693.00,113.00,231.00,191.00,178.00,138.00,518.00,174.00,396.00,968.00,818.00,497.00,421.00,400.00,798.00,1574.00,16.20,520.00,550.00,760.00,751.00,762.00,767.00,11.80,683.00,1439.00,734.00,315.00,985.00,57.50
11267,1267,Female,614.00,279.00,220.00,545.00,812.00,592.00,325.00,497.00,151.00,1230.00,1050.00,626.00,1112.00,763.00,277.00,812.00,114.00,254.00,203.00,183.00,156.00,572.00,188.00,471.00,1234.00,828.00,494.00,,464.00,927.00,1706.00,45.40,720.00,730.00,768.00,765.00,767.00,772.00,35.40,845.00,1856.00,1197.00,400.00,1058.00,110.00
11270,1270,Female,555.00,237.00,190.00,510.00,744.00,554.00,320.00,427.00,135.00,914.00,756.00,,859.00,765.00,231.00,768.00,111.00,245.00,190.00,177.00,147.00,550.00,187.00,367.00,970.00,787.00,495.00,440.00,394.00,867.00,1633.00,14.20,546.00,544.00,694.00,666.00,700.00,716.00,14.40,634.00,1560.00,726.00,374.00,998.00,58.00
11271,1271,Male,689.00,294.00,225.00,600.00,895.00,670.00,375.00,,156.00,1207.00,,628.00,1137.00,855.00,248.00,,124.00,269.00,239.00,202.00,168.00,595.00,195.00,415.00,1130.00,915.00,571.00,560.00,510.00,939.00,1812.00,29.40,604.00,637.00,859.00,855.00,861.00,861.00,22.20,745.00,1850.00,1147.00,497.00,1056.00,108.90
11272,1272,Female,588.00,254.00,205.00,546.00,800.00,595.00,341.00,378.00,134.00,895.00,806.00,630.00,914.00,843.00,247.00,806.00,124.00,250.00,199.00,192.00,150.00,588.00,202.00,395.00,1060.00,886.00,546.00,477.00,438.00,920.00,1778.00,13.60,609.00,602.00,796.00,797.00,797.00,794.00,10.80,725.00,1655.00,755.00,355.00,1113.00,71.10
11273,1273,Male,644.00,265.00,224.00,566.00,830.00,606.00,342.00,472.00,149.00,1060.00,,601.00,1062.00,798.00,288.00,835.00,123.00,251.00,207.00,191.00,160.00,585.00,201.00,388.00,1045.00,760.00,525.00,552.00,509.00,948.00,1758.00,23.60,598.00,592.00,767.33,755.00,769.00,778.00,10.00,660.00,1825.00,977.00,504.00,995.00,89.30
11275,1275,Female,578.00,243.00,198.00,547.00,784.00,586.00,349.00,433.00,129.00,927.00,771.00,622.00,894.00,822.00,212.00,793.00,115.00,237.00,191.00,178.00,143.00,542.00,191.00,411.00,1042.00,853.00,525.00,431.00,426.00,899.00,1720.00,12.40,595.00,592.00,794.00,792.00,798.00,792.00,16.60,739.00,1585.00,726.00,356.00,1082.00,69.20
11277,1277,Female,607.00,250.00,185.00,565.00,845.00,660.00,380.00,410.00,135.00,,790.00,656.00,910.00,890.00,222.00,794.00,112.00,247.00,210.00,196.00,151.00,572.00,189.00,381.00,980.00,923.00,569.00,417.00,437.00,910.00,1805.00,9.80,560.00,592.00,791.67,738.00,819.00,818.00,9.40,646.00,1590.00,845.00,385.00,1138.00,67.30
11279,1279,Male,618.00,287.00,213.00,555.00,833.00,620.00,342.00,455.00,143.00,968.00,,660.00,962.00,880.00,248.00,832.00,106.00,285.00,219.00,206.00,157.00,559.00,187.00,410.00,1040.00,940.00,596.00,466.00,465.00,945.00,1863.00,32.70,545.00,570.00,839.33,843.00,835.00,840.00,26.00,704.00,1755.00,994.00,512.00,1102.00,86.00
11280,1280,Female,532.00,231.00,182.00,503.00,746.00,564.00,321.00,364.00,129.00,852.00,764.00,571.00,838.00,774.00,208.00,718.00,110.00,224.00,190.00,181.00,145.00,533.00,182.00,350.00,910.00,810.00,518.00,399.00,392.00,832.00,1603.00,14.40,504.00,509.00,737.67,730.00,733.00,750.00,13.00,674.00,1461.00,706.00,302.00,1009.00,52.50
11281,1281,Female,556.00,228.00,182.00,504.00,745.00,563.00,322.00,372.00,137.00,891.00,787.00,596.00,872.00,796.00,236.00,759.00,109.00,250.00,191.00,178.00,157.00,550.00,180.00,391.00,965.00,792.00,511.00,379.00,411.00,871.00,1663.00,15.00,545.00,534.00,752.33,743.00,754.00,760.00,18.90,666.00,1499.00,727.00,347.00,1008.00,56.10
