Subject Number,NL Subject,Gender,"Acromial Height, Sitting (mm)",Ankle Circumference (mm),Spine-to-Shoulder (mm),Spine-to-Elbow (mm),Arm Length (Spine to Wrist) (mm),Arm Length (Shoulder to Wrist) (mm),Arm Length (Shoulder to Elbow) (mm),Armscye Circumference (Scye Circ Over Acromion) (mm),Bizygomatic Breadth (mm),Chest Circumference (mm),Bust/Chest Circumference Under Bust (mm),Buttock-Knee Length (mm),Chest Girth (Chest Circumference at Scye) (mm),Crotch Height (mm),"Elbow Height, Sitting (mm)","Eye Height, Sitting (mm)",Face Length (mm),Foot Length (mm),Hand Circumference (mm),Hand Length (mm),Head Breadth (mm),Head Circumference (mm),Head Length (mm),"Hip Breadth, Sitting (mm)","Hip Circumference, Maximum (mm)",Hip Circ Max Height (mm),Knee Height (mm),Neck Base Circumference (mm),Shoulder Breadth (mm),Sitting Height (mm),Stature (mm),Subscapular Skinfold (mm),Thigh Circumference (mm),Thigh Circumference Max Sitting (mm),Thumb Tip Reach (mm),TTR 1 (mm),TTR 2 (mm),TTR 3 (mm),Triceps Skinfold (mm),Total Crotch Length (Crotch Length) (mm),Vertical Trunk Circumference (mm),"Waist Circumference, Pref (mm)",Waist Front Length (mm),"Waist Height, Preferred (mm)",Weight (kg)
16733,6733,Female,577.00,228.00,201.00,516.00,757.00,556.00,315.00,383.00,133.00,881.00,741.00,575.00,857.00,796.00,246.00,791.00,98.00,241.00,192.00,188.00,148.00,552.00,190.00,364.00,937.00,837.00,516.00,409.00,418.00,,1696.00,15.80,569.00,559.00,732.67,727.00,729.00,742.00,18.20,655.00,1551.00,714.00,377.00,1020.00,59.40
16734,6734,Female,626.00,249.00,185.00,510.00,766.00,581.00,325.00,374.00,138.00,919.00,747.00,584.00,880.00,787.00,280.00,812.00,106.00,242.00,192.00,186.00,155.00,574.00,194.00,404.00,1015.00,778.00,504.00,407.00,419.00,928.00,1709.00,8.80,580.00,589.00,753.00,747.00,757.00,755.00,9.20,677.00,1619.00,668.00,369.00,1027.00,61.00
16735,6735,Male,636.00,280.00,214.00,572.00,855.00,641.00,358.00,465.00,136.00,1029.00,,651.00,1068.00,845.00,265.00,841.00,126.00,272.00,218.00,209.00,153.00,588.00,201.00,377.00,1033.00,899.00,561.00,485.00,488.00,951.00,1815.00,10.20,612.00,633.00,816.33,813.00,819.00,817.00,10.20,672.00,1737.00,860.00,425.00,1076.00,85.00
16736,6736,Male,650.00,249.00,210.00,562.00,875.00,665.00,352.00,439.00,135.00,916.00,,626.00,958.00,876.00,261.00,848.00,117.00,267.00,213.00,201.00,147.00,561.00,192.00,350.00,964.00,933.00,579.00,442.00,434.00,975.00,1853.00,7.40,520.00,521.00,813.67,811.00,816.00,814.00,3.80,565.00,1702.00,840.00,485.00,1068.00,67.50
16737,6737,Male,664.00,297.00,232.00,596.00,875.00,643.00,364.00,487.00,144.00,1007.00,,644.00,1028.00,867.00,275.00,886.00,123.00,280.00,210.00,205.00,156.00,591.00,202.00,395.00,1075.00,943.00,601.00,512.00,492.00,1004.00,1913.00,13.50,612.00,610.00,819.33,814.00,815.00,829.00,12.00,673.00,1809.00,942.00,486.00,1129.00,89.50
16738,6738,Male,585.00,235.00,210.00,545.00,815.00,605.00,335.00,408.00,136.00,887.00,,616.00,946.00,871.00,230.00,783.00,126.00,248.00,197.00,193.00,155.00,551.00,191.00,336.00,912.00,889.00,552.00,436.00,454.00,890.00,1747.00,6.40,509.00,513.00,782.33,792.00,777.00,778.00,8.60,604.00,1563.00,732.00,422.00,1066.00,59.80
16739,6739,Male,639.00,263.00,226.00,573.00,862.00,636.00,347.00,410.00,136.00,942.00,,642.00,959.00,884.00,270.00,874.00,122.00,265.00,213.00,199.00,149.00,580.00,200.00,365.00,1011.00,929.00,567.00,452.00,476.00,997.00,1888.00,10.80,572.00,566.00,840.67,837.00,842.00,843.00,5.40,675.00,1727.00,822.00,455.00,1101.00,74.50
16740,6740,Female,617.00,245.00,195.00,525.00,775.00,580.00,330.00,383.00,131.00,944.00,797.00,606.00,897.00,798.00,265.00,824.00,117.00,239.00,178.00,182.00,146.00,568.00,200.00,398.00,1025.00,835.00,507.00,409.00,440.00,930.00,1735.00,15.90,597.00,612.00,720.67,717.00,718.00,727.00,14.60,705.00,1619.00,695.00,390.00,1062.00,63.50
16750,6750,Male,634.00,258.00,205.00,564.00,853.00,648.00,359.00,474.00,140.00,1028.00,,676.00,1040.00,873.00,258.00,851.00,113.00,270.00,207.00,209.00,151.00,567.00,199.00,393.00,1064.00,927.00,,485.00,501.00,979.00,1884.00,18.30,626.00,623.00,854.33,845.00,858.00,860.00,10.50,678.00,1792.00,902.00,487.00,1096.00,85.00
16751,6751,Male,627.00,270.00,220.00,576.00,870.00,650.00,356.00,459.00,133.00,970.00,,630.00,1011.00,829.00,244.00,854.00,127.00,263.00,227.00,212.00,152.00,590.00,212.00,370.00,1020.00,890.00,532.00,470.00,499.00,994.00,1846.00,10.20,578.00,570.00,797.00,803.00,796.00,792.00,3.80,685.00,1791.00,827.00,459.00,1058.00,80.00
16752,6752,Male,597.00,264.00,215.00,573.00,825.00,610.00,358.00,417.00,138.00,879.00,,645.00,910.00,843.00,211.00,802.00,123.00,267.00,200.00,196.00,154.00,574.00,200.00,340.00,952.00,875.00,550.00,462.00,429.00,923.00,1794.00,8.30,537.00,547.00,794.33,795.00,788.00,800.00,4.20,532.00,1640.00,874.00,473.00,1014.00,67.00
16753,6753,Male,654.00,264.00,193.00,564.00,845.00,652.00,371.00,446.00,148.00,915.00,,647.00,937.00,853.00,273.00,827.00,116.00,275.00,212.00,206.00,153.00,566.00,196.00,373.00,1010.00,895.00,562.00,504.00,470.00,940.00,1836.00,13.30,579.00,579.00,806.33,807.00,805.00,807.00,11.40,554.00,1724.00,883.00,483.00,1036.00,73.50
16754,6754,Female,586.00,226.00,187.00,493.00,752.00,565.00,306.00,341.00,123.00,840.00,727.00,554.00,826.00,723.00,265.00,781.00,100.00,242.00,182.00,174.00,148.00,533.00,187.00,360.00,959.00,758.00,485.00,396.00,391.00,877.00,1613.00,9.00,530.00,509.00,703.00,698.00,708.00,703.00,10.20,600.00,1502.00,651.00,372.00,981.00,50.00
16755,6755,Male,616.00,238.00,205.00,534.00,787.00,582.00,329.00,405.00,139.00,973.00,,569.00,1026.00,768.00,252.00,797.00,117.00,236.00,207.00,178.00,147.00,560.00,195.00,339.00,928.00,863.00,511.00,442.00,458.00,909.00,1689.00,9.20,461.00,480.00,788.33,802.00,783.00,780.00,3.60,685.00,1620.00,860.00,417.00,1000.00,60.00
16756,6756,Female,549.00,223.00,181.00,500.00,741.00,560.00,319.00,440.00,132.00,1071.00,858.00,598.00,990.00,740.00,220.00,722.00,110.00,221.00,187.00,175.00,142.00,520.00,170.00,388.00,1031.00,779.00,480.00,432.00,433.00,835.00,1574.00,26.60,568.00,567.00,713.33,709.00,714.00,717.00,14.40,664.00,1542.00,859.00,367.00,965.00,67.00
16757,6757,Male,620.00,278.00,218.00,552.00,821.00,603.00,334.00,436.00,139.00,944.00,,628.00,956.00,843.00,257.00,817.00,126.00,270.00,218.00,192.00,138.00,572.00,205.00,347.00,1000.00,924.00,542.00,454.00,443.00,933.00,1800.00,8.60,615.00,601.00,797.33,790.00,794.00,808.00,5.20,770.00,1720.00,826.00,345.00,1112.00,75.50
16759,6759,Female,608.00,273.00,200.00,525.00,768.00,568.00,325.00,376.00,129.00,941.00,770.00,601.00,883.00,775.00,261.00,813.00,118.00,243.00,192.00,192.00,143.00,551.00,190.00,396.00,1028.00,830.00,,420.00,422.00,912.00,1686.00,10.10,620.00,589.00,752.67,748.00,749.00,761.00,18.20,712.00,1613.00,756.00,356.00,1047.00,70.30
16760,6760,Female,577.00,240.00,180.00,496.00,750.00,570.00,316.00,425.00,130.00,1005.00,851.00,600.00,851.00,754.00,241.00,742.00,119.00,242.00,198.00,181.00,147.00,564.00,193.00,411.00,1071.00,822.00,493.00,429.00,428.00,855.00,1608.00,35.40,635.00,641.00,740.67,732.00,746.00,744.00,26.50,752.00,1627.00,899.00,320.00,1024.00,76.30
16761,6761,Male,607.00,259.00,219.00,580.00,853.00,634.00,361.00,409.00,138.00,896.00,,645.00,925.00,873.00,227.00,838.00,127.00,278.00,218.00,203.00,153.00,588.00,211.00,342.00,934.00,889.00,566.00,463.00,438.00,965.00,1848.00,8.40,519.00,526.00,783.33,797.00,774.00,779.00,4.60,680.00,1655.00,758.00,426.00,1109.00,69.00
16763,6763,Male,602.00,255.00,190.00,545.00,840.00,650.00,355.00,426.00,140.00,891.00,,600.00,914.00,786.00,235.00,810.00,133.00,264.00,231.00,203.00,153.00,590.00,207.00,363.00,989.00,870.00,537.00,464.00,446.00,913.00,1729.00,12.60,595.00,592.00,799.33,797.00,810.00,791.00,8.00,679.00,1611.00,758.00,415.00,1025.00,68.00
16767,6767,Male,666.00,255.00,208.00,568.00,870.00,662.00,360.00,453.00,139.00,978.00,,633.00,996.00,845.00,282.00,882.00,137.00,263.00,215.00,200.00,148.00,588.00,208.00,384.00,1024.00,884.00,561.00,507.00,492.00,1005.00,1874.00,15.20,587.00,590.00,817.00,826.00,808.00,817.00,16.10,750.00,1856.00,879.00,481.00,1090.00,82.00
16768,6768,Female,539.00,232.00,176.00,486.00,747.00,571.00,310.00,359.00,130.00,936.00,764.00,541.00,833.00,722.00,219.00,700.00,101.00,245.00,180.00,186.00,137.00,520.00,171.00,368.00,922.00,747.00,489.00,414.00,409.00,804.00,1527.00,14.20,547.00,515.00,719.67,724.00,712.00,723.00,10.60,638.00,1439.00,764.00,326.00,968.00,52.30
16770,6770,Male,662.00,278.00,222.00,610.00,911.00,689.00,388.00,466.00,144.00,1071.00,,654.00,1068.00,894.00,257.00,866.00,117.00,275.00,228.00,212.00,152.00,606.00,208.00,371.00,1016.00,949.00,590.00,503.00,507.00,998.00,1913.00,16.80,588.00,583.00,841.00,831.00,846.00,846.00,6.00,669.00,1836.00,923.00,495.00,1120.00,91.00
16771,6771,Male,620.00,254.00,221.00,560.00,832.00,611.00,339.00,492.00,155.00,1156.00,,598.00,1136.00,778.00,301.00,782.00,124.00,252.00,231.00,200.00,166.00,581.00,188.00,397.00,1072.00,866.00,521.00,526.00,538.00,905.00,1692.00,22.20,631.00,639.00,817.67,817.00,817.00,819.00,9.60,726.00,1774.00,1022.00,423.00,988.00,94.50
16774,6774,Female,524.00,231.00,175.00,477.00,718.00,543.00,302.00,357.00,133.00,881.00,754.00,547.00,844.00,720.00,211.00,690.00,105.00,236.00,169.00,178.00,153.00,551.00,184.00,363.00,927.00,754.00,457.00,376.00,422.00,811.00,1517.00,18.90,555.00,554.00,685.33,693.00,679.00,684.00,19.00,558.00,1414.00,809.00,370.00,895.00,53.30
16775,6775,Male,647.00,270.00,240.00,595.00,865.00,625.00,355.00,498.00,141.00,1195.00,,641.00,1130.00,780.00,247.00,760.00,120.00,259.00,217.00,193.00,145.00,544.00,183.00,421.00,1080.00,815.00,,523.00,486.00,876.00,1711.00,24.80,598.00,632.00,805.00,806.00,805.00,804.00,10.80,856.00,1770.00,1011.00,500.00,978.00,94.00
16778,6778,Female,590.00,235.00,185.00,510.00,752.00,567.00,325.00,380.00,125.00,944.00,753.00,590.00,869.00,796.00,246.00,780.00,106.00,235.00,195.00,178.00,137.00,524.00,184.00,391.00,1002.00,817.00,501.00,396.00,424.00,896.00,1677.00,12.10,563.00,589.00,716.67,710.00,720.00,720.00,15.00,692.00,1542.00,732.00,368.00,1023.00,60.30
16779,6779,Male,627.00,267.00,210.00,570.00,866.00,656.00,360.00,440.00,135.00,978.00,,702.00,1022.00,940.00,246.00,798.00,124.00,276.00,215.00,199.00,157.00,569.00,196.00,376.00,1015.00,960.00,563.00,440.00,472.00,933.00,1880.00,7.60,577.00,578.00,814.67,834.00,816.00,794.00,11.20,693.00,1679.00,856.00,390.00,1134.00,75.50
16780,6780,Male,579.00,242.00,210.00,540.00,822.00,612.00,330.00,377.00,142.00,804.00,,597.00,832.00,843.00,236.00,747.00,114.00,256.00,195.00,190.00,157.00,531.00,172.00,320.00,843.00,888.00,532.00,407.00,408.00,871.00,1721.00,8.80,453.00,461.00,761.00,762.00,760.00,761.00,5.80,590.00,1490.00,727.00,385.00,1055.00,50.00
16781,6781,Male,604.00,254.00,195.00,545.00,820.00,625.00,350.00,407.00,140.00,1016.00,,593.00,1008.00,826.00,236.00,775.00,120.00,264.00,216.00,206.00,152.00,566.00,197.00,355.00,922.00,893.00,538.00,406.00,439.00,890.00,1728.00,10.40,511.00,503.00,793.33,785.00,815.00,780.00,6.90,602.00,1593.00,863.00,407.00,1031.00,65.20
16783,6783,Male,637.00,269.00,201.00,572.00,865.00,664.00,371.00,443.00,137.00,911.00,,612.00,959.00,858.00,245.00,809.00,119.00,279.00,212.00,212.00,151.00,580.00,206.00,357.00,942.00,912.00,544.00,466.00,455.00,940.00,1799.00,7.50,545.00,530.00,833.33,825.00,839.00,836.00,5.70,565.00,1657.00,828.00,448.00,1036.00,67.00
16784,6784,Male,632.00,276.00,220.00,581.00,846.00,626.00,361.00,473.00,143.00,1060.00,,650.00,1067.00,865.00,263.00,838.00,121.00,278.00,218.00,197.00,157.00,560.00,193.00,390.00,1047.00,908.00,536.00,472.00,495.00,949.00,1815.00,25.10,618.00,602.00,811.00,804.00,816.00,813.00,10.00,660.00,1729.00,875.00,452.00,1063.00,84.00
16785,6785,Male,696.00,294.00,225.00,594.00,880.00,655.00,369.00,494.00,154.00,1138.00,,675.00,1165.00,902.00,311.00,878.00,134.00,282.00,239.00,212.00,162.00,618.00,211.00,439.00,1153.00,928.00,589.00,533.00,524.00,1011.00,1939.00,34.20,633.00,657.00,841.67,834.00,845.00,846.00,22.20,703.00,1942.00,1038.00,546.00,1103.00,112.00
16786,6786,Male,613.00,262.00,220.00,552.00,820.00,600.00,332.00,395.00,129.00,883.00,,608.00,899.00,798.00,261.00,824.00,118.00,253.00,206.00,189.00,145.00,553.00,197.00,372.00,1011.00,857.00,514.00,459.00,450.00,951.00,1769.00,10.30,575.00,573.00,764.67,765.00,768.00,761.00,11.30,658.00,1662.00,807.00,438.00,1019.00,68.00
16788,6788,Female,538.00,216.00,174.00,454.00,682.00,508.00,280.00,336.00,137.00,853.00,718.00,520.00,825.00,679.00,234.00,711.00,110.00,215.00,165.00,164.00,156.00,554.00,180.00,337.00,883.00,707.00,447.00,383.00,386.00,824.00,1507.00,11.60,485.00,492.00,643.67,646.00,641.00,644.00,9.40,594.00,1423.00,672.00,341.00,915.00,44.50
16789,6789,Female,550.00,220.00,182.00,480.00,722.00,540.00,298.00,342.00,127.00,844.00,740.00,539.00,816.00,712.00,229.00,725.00,109.00,214.00,165.00,168.00,146.00,525.00,177.00,357.00,890.00,692.00,461.00,363.00,404.00,834.00,1520.00,8.40,515.00,523.00,668.00,675.00,673.00,656.00,6.80,590.00,1450.00,706.00,365.00,904.00,48.00
16790,6790,Male,628.00,268.00,203.00,560.00,835.00,632.00,357.00,483.00,137.00,927.00,,616.00,973.00,829.00,251.00,825.00,123.00,272.00,231.00,200.00,153.00,568.00,200.00,365.00,1008.00,890.00,552.00,478.00,477.00,971.00,1809.00,9.10,588.00,592.00,779.33,760.00,788.00,790.00,5.80,653.00,1728.00,796.00,452.00,1033.00,79.60
16791,6791,Male,607.00,260.00,220.00,553.00,835.00,615.00,333.00,447.00,143.00,1012.00,,621.00,1039.00,820.00,237.00,780.00,128.00,259.00,223.00,196.00,161.00,610.00,214.00,382.00,1008.00,857.00,545.00,476.00,491.00,905.00,1757.00,15.40,585.00,595.00,825.00,826.00,827.00,822.00,9.60,606.00,1677.00,901.00,467.00,1009.00,79.60
16795,6795,Male,600.00,257.00,222.00,545.00,820.00,598.00,323.00,419.00,140.00,1006.00,,639.00,1021.00,794.00,247.00,792.00,121.00,259.00,203.00,194.00,155.00,573.00,196.00,376.00,1051.00,849.00,508.00,464.00,484.00,903.00,1747.00,11.30,636.00,637.00,802.00,802.00,802.00,802.00,7.20,695.00,1802.00,858.00,450.00,993.00,79.00
16796,6796,Female,560.00,233.00,208.00,540.00,801.00,593.00,332.00,365.00,125.00,865.00,704.00,626.00,831.00,809.00,216.00,773.00,102.00,248.00,190.00,191.00,139.00,539.00,187.00,437.00,1072.00,803.00,537.00,421.00,426.00,898.00,1734.00,7.60,609.00,619.00,729.33,726.00,736.00,726.00,11.10,675.00,1552.00,746.00,373.00,1050.00,65.50
16803,6803,Male,652.00,274.00,200.00,580.00,877.00,677.00,380.00,445.00,147.00,989.00,,690.00,1034.00,937.00,251.00,833.00,119.00,268.00,218.00,208.00,162.00,587.00,203.00,383.00,1034.00,997.00,584.00,461.00,468.00,958.00,1896.00,10.00,592.00,607.00,855.00,850.00,853.00,862.00,9.00,662.00,1734.00,879.00,461.00,1153.00,81.00
16804,6804,Male,644.00,277.00,217.00,624.00,927.00,710.00,407.00,446.00,138.00,949.00,,673.00,967.00,933.00,229.00,846.00,133.00,275.00,201.00,213.00,154.00,564.00,197.00,390.00,1012.00,1010.00,593.00,481.00,466.00,978.00,1908.00,9.20,584.00,572.00,895.33,892.00,896.00,898.00,6.10,694.00,1745.00,821.00,408.00,1165.00,77.00
16805,6805,Male,645.00,254.00,209.00,563.00,845.00,636.00,354.00,386.00,143.00,871.00,,635.00,889.00,865.00,269.00,814.00,131.00,260.00,190.00,195.00,151.00,582.00,197.00,357.00,950.00,952.00,566.00,453.00,422.00,947.00,1820.00,9.20,555.00,545.00,852.00,837.00,852.00,867.00,7.00,637.00,1673.00,784.00,399.00,1083.00,66.00
16809,6809,Male,599.00,269.00,250.00,567.00,832.00,582.00,317.00,390.00,142.00,978.00,,642.00,990.00,781.00,224.00,799.00,135.00,263.00,213.00,188.00,149.00,569.00,198.00,345.00,946.00,883.00,517.00,450.00,429.00,922.00,1716.00,14.20,511.00,496.00,840.67,825.00,846.00,851.00,9.00,685.00,1693.00,888.00,383.00,984.00,68.50
16818,6818,Female,588.00,258.00,182.00,505.00,762.00,580.00,323.00,392.00,132.00,1017.00,801.00,607.00,911.00,806.00,255.00,751.00,111.00,266.00,194.00,193.00,151.00,543.00,185.00,405.00,1056.00,844.00,520.00,415.00,433.00,875.00,1669.00,22.00,627.00,652.00,752.67,744.00,759.00,755.00,22.80,583.00,1584.00,927.00,417.00,992.00,72.00
16822,6822,Female,581.00,239.00,202.00,518.00,793.00,591.00,316.00,359.00,129.00,841.00,749.00,601.00,854.00,862.00,245.00,803.00,110.00,251.00,190.00,197.00,136.00,540.00,191.00,375.00,930.00,883.00,533.00,405.00,423.00,918.00,1764.00,7.00,523.00,529.00,767.33,764.00,769.00,769.00,10.80,586.00,1533.00,720.00,400.00,1062.00,54.10
16825,6825,Male,639.00,262.00,190.00,565.00,862.00,672.00,375.00,455.00,148.00,1008.00,,644.00,1012.00,847.00,236.00,764.00,123.00,282.00,227.00,230.00,154.00,595.00,204.00,411.00,1063.00,880.00,585.00,490.00,471.00,918.00,1867.00,15.20,610.00,635.00,855.67,878.00,839.00,850.00,8.00,690.00,1850.00,930.00,520.00,1062.00,88.20
16826,6826,Male,581.00,257.00,220.00,565.00,840.00,620.00,345.00,410.00,133.00,922.00,,620.00,936.00,832.00,213.00,775.00,117.00,257.00,198.00,187.00,145.00,542.00,186.00,376.00,966.00,867.00,544.00,457.00,457.00,903.00,1782.00,10.20,567.00,577.00,804.33,804.00,801.00,808.00,6.40,740.00,1623.00,776.00,367.00,1125.00,70.70
16827,6827,Female,591.00,230.00,185.00,515.00,780.00,595.00,330.00,429.00,131.00,1032.00,832.00,602.00,967.00,787.00,260.00,771.00,107.00,238.00,184.00,186.00,145.00,542.00,181.00,435.00,1104.00,824.00,517.00,420.00,453.00,888.00,1690.00,24.20,610.00,633.00,730.33,736.00,725.00,730.00,15.00,670.00,1626.00,847.00,385.00,1043.00,72.90
16830,6830,Male,628.00,268.00,190.00,531.00,809.00,619.00,341.00,401.00,136.00,840.00,,625.00,837.00,866.00,259.00,825.00,125.00,259.00,215.00,203.00,153.00,567.00,192.00,330.00,908.00,918.00,552.00,460.00,418.00,944.00,1792.00,7.60,518.00,510.00,799.33,793.00,791.00,814.00,4.60,652.00,1639.00,752.00,419.00,1065.00,63.40
16831,6831,Male,619.00,269.00,205.00,585.00,895.00,690.00,380.00,428.00,132.00,941.00,,684.00,962.00,931.00,211.00,826.00,125.00,276.00,214.00,205.00,148.00,565.00,201.00,390.00,1041.00,990.00,614.00,460.00,457.00,935.00,1927.00,6.60,586.00,592.00,871.00,867.00,867.00,879.00,9.20,645.00,1747.00,846.00,456.00,1160.00,79.00
16832,6832,Male,612.00,253.00,210.00,550.00,827.00,617.00,340.00,425.00,137.00,912.00,,603.00,943.00,836.00,254.00,798.00,116.00,246.00,215.00,191.00,147.00,548.00,194.00,361.00,993.00,865.00,528.00,442.00,466.00,923.00,1746.00,9.40,586.00,588.00,757.67,763.00,752.00,758.00,9.70,655.00,1671.00,817.00,438.00,1022.00,69.00
16833,6833,Male,688.00,281.00,215.00,575.00,872.00,657.00,360.00,515.00,144.00,1069.00,,642.00,1074.00,863.00,293.00,875.00,127.00,281.00,235.00,199.00,152.00,583.00,207.00,398.00,1097.00,922.00,564.00,495.00,494.00,997.00,1890.00,14.00,651.00,651.00,841.00,840.00,838.00,845.00,8.30,680.00,1857.00,915.00,494.00,1074.00,96.90
16834,6834,Male,625.00,257.00,220.00,574.00,867.00,647.00,354.00,393.00,143.00,875.00,,608.00,894.00,838.00,245.00,841.00,123.00,262.00,199.00,211.00,169.00,583.00,190.00,358.00,938.00,845.00,567.00,450.00,456.00,961.00,1819.00,10.20,515.00,539.00,814.33,817.00,818.00,808.00,8.00,686.00,1647.00,760.00,405.00,1067.00,65.00
16835,6835,Male,650.00,268.00,212.00,610.00,927.00,715.00,398.00,430.00,139.00,962.00,,715.00,980.00,970.00,236.00,800.00,126.00,289.00,210.00,215.00,152.00,581.00,202.00,353.00,993.00,1029.00,648.00,470.00,472.00,934.00,1951.00,8.80,570.00,581.00,885.67,886.00,890.00,881.00,7.60,602.00,1747.00,874.00,441.00,1165.00,77.00
16836,6836,Male,653.00,270.00,215.00,580.00,860.00,645.00,365.00,461.00,139.00,1009.00,,631.00,1029.00,882.00,267.00,857.00,126.00,271.00,221.00,201.00,153.00,565.00,193.00,393.00,1052.00,916.00,554.00,470.00,486.00,975.00,1849.00,17.00,623.00,615.00,816.67,805.00,825.00,820.00,12.10,650.00,1785.00,945.00,495.00,1050.00,86.80
16837,6837,Male,616.00,276.00,202.00,535.00,816.00,614.00,333.00,400.00,132.00,928.00,,624.00,969.00,844.00,247.00,838.00,120.00,271.00,211.00,202.00,152.00,585.00,204.00,352.00,982.00,856.00,562.00,465.00,470.00,946.00,1811.00,7.40,526.00,536.00,829.67,822.00,835.00,832.00,6.80,543.00,1693.00,894.00,489.00,1018.00,67.00
16838,6838,Male,592.00,277.00,205.00,568.00,830.00,625.00,363.00,472.00,144.00,1020.00,,686.00,1064.00,798.00,214.00,799.00,119.00,245.00,198.00,190.00,157.00,582.00,190.00,409.00,1101.00,898.00,552.00,535.00,487.00,926.00,1784.00,17.20,657.00,616.00,810.67,811.00,804.00,817.00,22.10,696.00,1790.00,896.00,467.00,1045.00,88.00
16839,6839,Male,649.00,267.00,224.00,582.00,866.00,642.00,358.00,422.00,133.00,953.00,,630.00,970.00,859.00,274.00,847.00,110.00,264.00,194.00,199.00,152.00,578.00,206.00,387.00,1020.00,926.00,571.00,499.00,485.00,985.00,1850.00,8.30,597.00,588.00,762.67,760.00,764.00,764.00,4.80,690.00,1738.00,832.00,447.00,1106.00,74.00
16840,6840,Male,616.00,250.00,182.00,543.00,822.00,640.00,361.00,408.00,134.00,882.00,,600.00,922.00,820.00,244.00,803.00,130.00,255.00,215.00,193.00,146.00,575.00,207.00,327.00,895.00,888.00,525.00,462.00,436.00,927.00,1772.00,7.00,519.00,518.00,800.00,795.00,801.00,804.00,4.60,727.00,1636.00,703.00,418.00,1049.00,61.80
16842,6842,Male,617.00,248.00,228.00,572.00,858.00,630.00,344.00,444.00,143.00,1023.00,,642.00,1049.00,812.00,249.00,858.00,118.00,258.00,217.00,209.00,152.00,593.00,207.00,374.00,1057.00,886.00,543.00,446.00,507.00,968.00,1819.00,14.00,614.00,619.00,795.00,785.00,797.00,803.00,6.20,633.00,1726.00,865.00,472.00,1038.00,80.90
16847,6847,Female,546.00,213.00,186.00,480.00,720.00,534.00,294.00,345.00,137.00,887.00,753.00,577.00,843.00,762.00,235.00,736.00,122.00,217.00,170.00,162.00,151.00,554.00,195.00,368.00,936.00,797.00,481.00,466.00,383.00,854.00,1613.00,13.60,536.00,545.00,708.67,710.00,712.00,704.00,6.80,680.00,1514.00,720.00,323.00,992.00,54.30
16848,6848,Female,661.00,275.00,212.00,572.00,862.00,650.00,360.00,478.00,136.00,1131.00,998.00,709.00,1062.00,908.00,278.00,834.00,123.00,254.00,200.00,195.00,145.00,572.00,200.00,514.00,1381.00,964.00,568.00,442.00,473.00,961.00,1864.00,33.00,833.00,825.00,805.33,802.00,807.00,807.00,34.00,878.00,1894.00,1122.00,455.00,1141.00,123.50
16850,6850,Male,618.00,281.00,201.00,547.00,815.00,614.00,346.00,458.00,143.00,982.00,,599.00,1025.00,857.00,245.00,839.00,120.00,269.00,229.00,206.00,152.00,578.00,205.00,395.00,1043.00,887.00,546.00,476.00,490.00,955.00,1795.00,15.40,625.00,631.00,761.67,753.00,771.00,761.00,10.30,642.00,1713.00,931.00,465.00,1011.00,84.00
16853,6853,Male,622.00,250.00,210.00,560.00,825.00,615.00,350.00,424.00,137.00,981.00,,628.00,984.00,850.00,239.00,845.00,122.00,257.00,199.00,203.00,153.00,571.00,196.00,382.00,1041.00,924.00,555.00,452.00,469.00,952.00,1827.00,18.60,617.00,602.00,811.33,813.00,812.00,809.00,12.10,645.00,1736.00,891.00,475.00,1057.00,78.90
16860,6860,Male,647.00,272.00,207.00,600.00,895.00,688.00,393.00,457.00,140.00,1000.00,,654.00,1010.00,859.00,241.00,791.00,128.00,288.00,212.00,209.00,149.00,583.00,199.00,382.00,1064.00,957.00,591.00,482.00,481.00,934.00,1844.00,17.60,624.00,616.00,828.00,823.00,830.00,831.00,14.70,668.00,1768.00,955.00,495.00,1085.00,90.00
16862,6862,Male,708.00,290.00,242.00,600.00,918.00,676.00,358.00,530.00,150.00,1227.00,,648.00,1165.00,810.00,327.00,885.00,127.00,270.00,241.00,209.00,,611.00,214.00,443.00,1227.00,889.00,556.00,598.00,582.00,1006.00,1864.00,42.00,738.00,710.00,817.00,818.00,812.00,821.00,13.90,718.00,2055.00,1075.00,603.00,1004.00,123.70
16868,6868,Female,540.00,216.00,183.00,470.00,710.00,527.00,287.00,340.00,127.00,819.00,696.00,560.00,795.00,718.00,217.00,730.00,103.00,227.00,174.00,186.00,144.00,542.00,191.00,381.00,958.00,748.00,482.00,398.00,384.00,843.00,1579.00,8.10,501.00,506.00,664.33,668.00,660.00,665.00,8.40,594.00,1425.00,628.00,353.00,953.00,47.40
16870,6870,Female,556.00,237.00,193.00,505.00,760.00,567.00,312.00,391.00,131.00,1042.00,853.00,561.00,933.00,706.00,233.00,745.00,114.00,228.00,197.00,176.00,149.00,544.00,180.00,419.00,1102.00,767.00,480.00,441.00,453.00,854.00,1572.00,14.40,659.00,641.00,677.67,670.00,690.00,673.00,20.00,700.00,1593.00,851.00,359.00,945.00,70.80
